CV_ID	GLYTOUCAN_ID	PUBCHEM_CID	COMPOSITION	MASS	IMAGE_URL	LINK_OUT_URL
G02672SI	G02672SI	NA	Hex6 HexNAc3	1599.57	https://api.glygen.org/glycan/image/G02672SI	https://www.glygen.org/glycan/G02672SI
G02699DW	G02699DW	NA	Hex5 HexNAc4 dHex1	1786.65	https://api.glygen.org/glycan/image/G02699DW	https://www.glygen.org/glycan/G02699DW
G02718AK	G02718AK	NA	Hex5 HexNAc4 dHex1 NeuAc2	2370.86	https://api.glygen.org/glycan/image/G02718AK	https://www.glygen.org/glycan/G02718AK
G02726PL	G02726PL	NA	Hex2 HexNAc3 dHex1 S1	1177.37	https://api.glygen.org/glycan/image/G02726PL	https://www.glygen.org/glycan/G02726PL
G02727WK	G02727WK	NA	Hex4	668.24	https://api.glygen.org/glycan/image/G02727WK	https://www.glygen.org/glycan/G02727WK
G02735TD	G02735TD	NA	Hex4 HexNAc2 NeuAc1 Other1	1696.58	https://api.glygen.org/glycan/image/G02735TD	https://www.glygen.org/glycan/G02735TD
G02767UB	G02767UB	NA	Hex5 HexNAc2	1236.45	https://api.glygen.org/glycan/image/G02767UB	https://www.glygen.org/glycan/G02767UB
G02776IS	G02776IS	NA	Hex4 HexNAc5 dHex1 NeuAc2	2409.87	https://api.glygen.org/glycan/image/G02776IS	https://www.glygen.org/glycan/G02776IS
G02776UX	G02776UX	NA	Hex5 HexNAc3 dHex4	2021.74	https://api.glygen.org/glycan/image/G02776UX	https://www.glygen.org/glycan/G02776UX
G02783FI	G02783FI	NA	Hex3 HexNAc3	1113.41	https://api.glygen.org/glycan/image/G02783FI	https://www.glygen.org/glycan/G02783FI
G02791WJ	G02791WJ	NA	Hex6 HexNAc6 dHex2 NeuAc3	3374.21	https://api.glygen.org/glycan/image/G02791WJ	https://www.glygen.org/glycan/G02791WJ
G02807LM	G02807LM	NA	Hex2 HexNAc1 dHex1	693.27	https://api.glygen.org/glycan/image/G02807LM	https://www.glygen.org/glycan/G02807LM
G02809YH	G02809YH	NA	Hex2 HexNAc3 dHex1	1097.41	https://api.glygen.org/glycan/image/G02809YH	https://www.glygen.org/glycan/G02809YH
G02815KT	G02815KT	NA	Hex5 HexNAc2	1234.43	https://api.glygen.org/glycan/image/G02815KT	https://www.glygen.org/glycan/G02815KT
G02820IE	G02820IE	NA	Hex1 HexNAc2 S1	666.18	https://api.glygen.org/glycan/image/G02820IE	https://www.glygen.org/glycan/G02820IE
G02849EL	G02849EL	NA	Hex4 HexNAc4 dHex1 NeuAc1	1915.69	https://api.glygen.org/glycan/image/G02849EL	https://www.glygen.org/glycan/G02849EL
G02856QE	G02856QE	NA	Hex1 HexNAc2 dHex1	732.28	https://api.glygen.org/glycan/image/G02856QE	https://www.glygen.org/glycan/G02856QE
G02860WV	G02860WV	NA	Hex6 HexNAc2 dHex1	1542.54	https://api.glygen.org/glycan/image/G02860WV	https://www.glygen.org/glycan/G02860WV
G02874BD	G02874BD	NA	Hex5 HexNAc4 NeuAc1	1931.69	https://api.glygen.org/glycan/image/G02874BD	https://www.glygen.org/glycan/G02874BD
G02886BB	G02886BB	NA	Hex6 HexNAc4	1802.64	https://api.glygen.org/glycan/image/G02886BB	https://www.glygen.org/glycan/G02886BB
G02910KB	G02910KB	NA	Hex6 HexNAc3 dHex3	2039.76	https://api.glygen.org/glycan/image/G02910KB	https://www.glygen.org/glycan/G02910KB
G02915JP	G02915JP	NA	Hex2 HexNAc2 dHex1 NeuAc1 S1	1267.4	https://api.glygen.org/glycan/image/G02915JP	https://www.glygen.org/glycan/G02915JP
G02923VP	G02923VP	NA	Hex3 HexNAc3 dHex1	1259.47	https://api.glygen.org/glycan/image/G02923VP	https://www.glygen.org/glycan/G02923VP
G02942YF	G02942YF	NA	Hex4 HexNAc4 NeuAc2	2060.73	https://api.glygen.org/glycan/image/G02942YF	https://www.glygen.org/glycan/G02942YF
G02945OA	G02945OA	NA	Hex6 HexNAc5 NeuAc1	2298.84	https://api.glygen.org/glycan/image/G02945OA	https://www.glygen.org/glycan/G02945OA
G02985MG	G02985MG	NA	Hex4 HexNAc5 dHex2	1973.73	https://api.glygen.org/glycan/image/G02985MG	https://www.glygen.org/glycan/G02985MG
G02993KM	G02993KM	NA	Hex4 HexNAc2	1072.38	https://api.glygen.org/glycan/image/G02993KM	https://www.glygen.org/glycan/G02993KM
G03005MJ	G03005MJ	NA	Hex6 HexNAc2 Other1	1622.51	https://api.glygen.org/glycan/image/G03005MJ	https://www.glygen.org/glycan/G03005MJ
G03015LB	G03015LB	NA	Hex4 HexNAc4 dHex1	1624.6	https://api.glygen.org/glycan/image/G03015LB	https://www.glygen.org/glycan/G03015LB
G03024EJ	G03024EJ	NA	Hex3 HexNAc3 dHex1	1259.47	https://api.glygen.org/glycan/image/G03024EJ	https://www.glygen.org/glycan/G03024EJ
G03031PQ	G03031PQ	NA	Hex4 HexNAc2 NeuAc2	1654.57	https://api.glygen.org/glycan/image/G03031PQ	https://www.glygen.org/glycan/G03031PQ
G03036FD	G03036FD	NA	Hex4 HexNAc2	NA	https://api.glygen.org/glycan/image/G03036FD	https://www.glygen.org/glycan/G03036FD
G03041PI	G03041PI	NA	Hex2 HexNAc2 NeuAc1	1039.37	https://api.glygen.org/glycan/image/G03041PI	https://www.glygen.org/glycan/G03041PI
G03042EN	G03042EN	NA	Hex1 HexNAc2 NeuAc1 S1	959.29	https://api.glygen.org/glycan/image/G03042EN	https://www.glygen.org/glycan/G03042EN
G03042JU	G03042JU	NA	Hex6 HexNAc3	1599.57	https://api.glygen.org/glycan/image/G03042JU	https://www.glygen.org/glycan/G03042JU
G03063FW	G03063FW	NA	Hex4 HexNAc4 dHex2	1772.67	https://api.glygen.org/glycan/image/G03063FW	https://www.glygen.org/glycan/G03063FW
G03068YN	G03068YN	NA	Hex6 HexNAc1	1193.41	https://api.glygen.org/glycan/image/G03068YN	https://www.glygen.org/glycan/G03068YN
G03069HT	G03069HT	NA	Hex6 HexNAc5 dHex1 NeuAc3	3025.07	https://api.glygen.org/glycan/image/G03069HT	https://www.glygen.org/glycan/G03069HT
G03071KV	G03071KV	NA	Hex1 HexNAc2 dHex1	732.28	https://api.glygen.org/glycan/image/G03071KV	https://www.glygen.org/glycan/G03071KV
G03081ER	G03081ER	NA	Hex4 HexNAc5 dHex1	1827.68	https://api.glygen.org/glycan/image/G03081ER	https://www.glygen.org/glycan/G03081ER
G03082CI	G03082CI	NA	Hex3 HexNAc2 HexA1 S1	1166.32	https://api.glygen.org/glycan/image/G03082CI	https://www.glygen.org/glycan/G03082CI
G03084ZT	G03084ZT	NA	Hex3 NeuAc2	1086.36	https://api.glygen.org/glycan/image/G03084ZT	https://www.glygen.org/glycan/G03084ZT
G03089XS	G03089XS	NA	Hex4 HexNAc5 dHex2 NeuAc1	2264.83	https://api.glygen.org/glycan/image/G03089XS	https://www.glygen.org/glycan/G03089XS
G03090HG	G03090HG	NA	Hex5 HexNAc5 dHex1	1989.73	https://api.glygen.org/glycan/image/G03090HG	https://www.glygen.org/glycan/G03090HG
G03091JW	G03091JW	NA	Hex1 HexNAc1 NeuAc1	674.24	https://api.glygen.org/glycan/image/G03091JW	https://www.glygen.org/glycan/G03091JW
G03098VW	G03098VW	NA	Hex3 HexNAc3 NeuAc1 S2	1566.43	https://api.glygen.org/glycan/image/G03098VW	https://www.glygen.org/glycan/G03098VW
G03102GW	G03102GW	NA	Hex6 HexNAc7 dHex1 NeuAc2 S1	3220.09	https://api.glygen.org/glycan/image/G03102GW	https://www.glygen.org/glycan/G03102GW
G03102IC	G03102IC	NA	Hex2 HexNAc1	545.2	https://api.glygen.org/glycan/image/G03102IC	https://www.glygen.org/glycan/G03102IC
G03109ER	G03109ER	NA	Hex3 HexNAc3	1113.41	https://api.glygen.org/glycan/image/G03109ER	https://www.glygen.org/glycan/G03109ER
G03120VA	G03120VA	NA	Hex2 HexNAc1 S2	705.11	https://api.glygen.org/glycan/image/G03120VA	https://www.glygen.org/glycan/G03120VA
G03125DP	G03125DP	NA	Hex3 HexNAc2 NeuAc1	1201.42	https://api.glygen.org/glycan/image/G03125DP	https://www.glygen.org/glycan/G03125DP
G03126PB	G03126PB	NA	Hex11 HexNAc11 dHex2	4326.58	https://api.glygen.org/glycan/image/G03126PB	https://www.glygen.org/glycan/G03126PB
G03127AL	G03127AL	NA	Hex3 HexNAc3 dHex1	1259.47	https://api.glygen.org/glycan/image/G03127AL	https://www.glygen.org/glycan/G03127AL
G03127JO	G03127JO	NA	Hex2 HexNAc2 dHex1	894.33	https://api.glygen.org/glycan/image/G03127JO	https://www.glygen.org/glycan/G03127JO
G03137RO	G03137RO	NA	Hex5 HexNAc3 dHex2	1731.64	https://api.glygen.org/glycan/image/G03137RO	https://www.glygen.org/glycan/G03137RO
G03146JP	G03146JP	NA	Hex3 HexNAc3 dHex2 NeuAc2	1987.71	https://api.glygen.org/glycan/image/G03146JP	https://www.glygen.org/glycan/G03146JP
G03151MA	G03151MA	NA	Hex5 HexNAc4 NeuAc1	1931.69	https://api.glygen.org/glycan/image/G03151MA	https://www.glygen.org/glycan/G03151MA
G03165SD	G03165SD	NA	Hex3 HexNAc8 dHex1	2274.86	https://api.glygen.org/glycan/image/G03165SD	https://www.glygen.org/glycan/G03165SD
G03172PR	G03172PR	NA	Hex1 HexNAc2 NeuAc2	1168.41	https://api.glygen.org/glycan/image/G03172PR	https://www.glygen.org/glycan/G03172PR
G03176RC	G03176RC	NA	Hex11 HexNAc11 dHex1	4180.52	https://api.glygen.org/glycan/image/G03176RC	https://www.glygen.org/glycan/G03176RC
G03189XH	G03189XH	NA	Hex6 HexNAc5 dHex1 S3	2391.65	https://api.glygen.org/glycan/image/G03189XH	https://www.glygen.org/glycan/G03189XH
G03194JU	G03194JU	NA	Hex1 HexNAc2 dHex1 NeuAc1	1025.39	https://api.glygen.org/glycan/image/G03194JU	https://www.glygen.org/glycan/G03194JU
G03195HW	G03195HW	NA	Hex4 HexNAc4	1478.54	https://api.glygen.org/glycan/image/G03195HW	https://www.glygen.org/glycan/G03195HW
G03200OR	G03200OR	NA	Hex2 HexNAc3	951.35	https://api.glygen.org/glycan/image/G03200OR	https://www.glygen.org/glycan/G03200OR
G03223ZB	G03223ZB	NA	Hex4 HexNAc4 dHex2	1770.66	https://api.glygen.org/glycan/image/G03223ZB	https://www.glygen.org/glycan/G03223ZB
G03230IY	G03230IY	NA	Hex4 HexNAc2 dHex3	1512.57	https://api.glygen.org/glycan/image/G03230IY	https://www.glygen.org/glycan/G03230IY
G03231HO	G03231HO	NA	Hex3 HexNAc5	1521.58	https://api.glygen.org/glycan/image/G03231HO	https://www.glygen.org/glycan/G03231HO
G03238UC	G03238UC	NA	Hex6 HexNAc2 P1	1476.45	https://api.glygen.org/glycan/image/G03238UC	https://www.glygen.org/glycan/G03238UC
G03246MZ	G03246MZ	NA	Hex6 HexNAc5 dHex1 NeuAc3	NA	https://api.glygen.org/glycan/image/G03246MZ	https://www.glygen.org/glycan/G03246MZ
G03249KD	G03249KD	NA	Hex5 HexNAc4 dHex3	2080.78	https://api.glygen.org/glycan/image/G03249KD	https://www.glygen.org/glycan/G03249KD
G03263DS	G03263DS	NA	Hex1 HexNAc1 NeuAc1	674.24	https://api.glygen.org/glycan/image/G03263DS	https://www.glygen.org/glycan/G03263DS
G03275SD	G03275SD	NA	Hex7 HexNAc3	1761.62	https://api.glygen.org/glycan/image/G03275SD	https://www.glygen.org/glycan/G03275SD
G03338JR	G03338JR	NA	Hex5 HexNAc5	1843.67	https://api.glygen.org/glycan/image/G03338JR	https://www.glygen.org/glycan/G03338JR
G03340FG	G03340FG	NA	Hex2 HexNAc3 dHex1	1097.41	https://api.glygen.org/glycan/image/G03340FG	https://www.glygen.org/glycan/G03340FG
G03346FO	G03346FO	NA	Hex6 HexNAc5 NeuAc3	2879.01	https://api.glygen.org/glycan/image/G03346FO	https://www.glygen.org/glycan/G03346FO
G03369CY	G03369CY	NA	Hex4 HexNAc4 NeuAc1	1771.65	https://api.glygen.org/glycan/image/G03369CY	https://www.glygen.org/glycan/G03369CY
G03379QN	G03379QN	NA	Hex6 HexNAc6 dHex1 NeuAc2	2937.05	https://api.glygen.org/glycan/image/G03379QN	https://www.glygen.org/glycan/G03379QN
G03379XU	G03379XU	NA	Hex2 HexNAc3 dHex2	1245.49	https://api.glygen.org/glycan/image/G03379XU	https://www.glygen.org/glycan/G03379XU
G03382KH	G03382KH	NA	Hex4 HexNAc5 dHex1	1827.68	https://api.glygen.org/glycan/image/G03382KH	https://www.glygen.org/glycan/G03382KH
G03400DV	G03400DV	NA	Hex11 HexNAc11 dHex2	4326.58	https://api.glygen.org/glycan/image/G03400DV	https://www.glygen.org/glycan/G03400DV
G03430DD	G03430DD	NA	Hex4 HexNAc5 dHex1	1827.68	https://api.glygen.org/glycan/image/G03430DD	https://www.glygen.org/glycan/G03430DD
G03433NI	G03433NI	NA	Hex1 HexNAc1 NeuAc2	965.33	https://api.glygen.org/glycan/image/G03433NI	https://www.glygen.org/glycan/G03433NI
G03436JS	G03436JS	NA	Hex2 dHex1	490.19	https://api.glygen.org/glycan/image/G03436JS	https://www.glygen.org/glycan/G03436JS
G03436RQ	G03436RQ	NA	Hex6 HexNAc5	2005.72	https://api.glygen.org/glycan/image/G03436RQ	https://www.glygen.org/glycan/G03436RQ
G03445NH	G03445NH	NA	Hex2 HexNAc2 dHex2 S1	1120.35	https://api.glygen.org/glycan/image/G03445NH	https://www.glygen.org/glycan/G03445NH
G03461SC	G03461SC	NA	Hex7 HexNAc6 dHex5 NeuAc4	4265.53	https://api.glygen.org/glycan/image/G03461SC	https://www.glygen.org/glycan/G03461SC
G03464YX	G03464YX	NA	Hex3 NeuAc2	1086.36	https://api.glygen.org/glycan/image/G03464YX	https://www.glygen.org/glycan/G03464YX
G03470GM	G03470GM	NA	Hex2 HexNAc2 dHex2 NeuAc1	1333.5	https://api.glygen.org/glycan/image/G03470GM	https://www.glygen.org/glycan/G03470GM
G03476LE	G03476LE	NA	Hex1 HexNAc2 NeuAc2	1168.41	https://api.glygen.org/glycan/image/G03476LE	https://www.glygen.org/glycan/G03476LE
G03479PI	G03479PI	NA	Hex6 HexNAc5 dHex2	2297.84	https://api.glygen.org/glycan/image/G03479PI	https://www.glygen.org/glycan/G03479PI
G03479ZN	G03479ZN	NA	Hex7 HexNAc6 dHex1 NeuAc4	3681.3	https://api.glygen.org/glycan/image/G03479ZN	https://www.glygen.org/glycan/G03479ZN
G03481FE	G03481FE	NA	Hex7 HexNAc6 dHex1	2516.91	https://api.glygen.org/glycan/image/G03481FE	https://www.glygen.org/glycan/G03481FE
G03494YC	G03494YC	NA	Hex3 HexNAc4	1316.49	https://api.glygen.org/glycan/image/G03494YC	https://www.glygen.org/glycan/G03494YC
G03499NH	G03499NH	NA	Hex5 HexNAc5 dHex1	1989.73	https://api.glygen.org/glycan/image/G03499NH	https://www.glygen.org/glycan/G03499NH
G03510DR	G03510DR	NA	Hex3 HexNAc2 Pen1	1042.37	https://api.glygen.org/glycan/image/G03510DR	https://www.glygen.org/glycan/G03510DR
G03512HG	G03512HG	NA	Hex3 HexNAc6 dHex1	1868.7	https://api.glygen.org/glycan/image/G03512HG	https://www.glygen.org/glycan/G03512HG
G03520RT	G03520RT	NA	Hex1 HexNAc2	586.22	https://api.glygen.org/glycan/image/G03520RT	https://www.glygen.org/glycan/G03520RT
G03530HJ	G03530HJ	NA	Hex4 HexNAc2 NeuAc1	1363.48	https://api.glygen.org/glycan/image/G03530HJ	https://www.glygen.org/glycan/G03530HJ
G03536SO	G03536SO	NA	HexNAc1 HexA1 S2	NA	https://api.glygen.org/glycan/image/G03536SO	https://www.glygen.org/glycan/G03536SO
G03539UU	G03539UU	NA	Hex5 HexNAc6	2046.75	https://api.glygen.org/glycan/image/G03539UU	https://www.glygen.org/glycan/G03539UU
G03542MQ	G03542MQ	NA	Hex5 HexNAc1	1031.35	https://api.glygen.org/glycan/image/G03542MQ	https://www.glygen.org/glycan/G03542MQ
G03546AH	G03546AH	NA	Hex4 HexNAc2	1072.38	https://api.glygen.org/glycan/image/G03546AH	https://www.glygen.org/glycan/G03546AH
G03548XV	G03548XV	NA	Hex2 HexNAc2 dHex2 NeuAc1	1331.49	https://api.glygen.org/glycan/image/G03548XV	https://www.glygen.org/glycan/G03548XV
G03565BV	G03565BV	NA	Hex4 HexNAc4 NeuAc1	1769.63	https://api.glygen.org/glycan/image/G03565BV	https://www.glygen.org/glycan/G03565BV
G03565IK	G03565IK	NA	Hex2 HexNAc1 NeuAc1	838.31	https://api.glygen.org/glycan/image/G03565IK	https://www.glygen.org/glycan/G03565IK
G03574QJ	G03574QJ	NA	Hex6 HexNAc3 dHex1	1745.62	https://api.glygen.org/glycan/image/G03574QJ	https://www.glygen.org/glycan/G03574QJ
G03577SC	G03577SC	NA	Hex2 HexNAc1 dHex1	691.25	https://api.glygen.org/glycan/image/G03577SC	https://www.glygen.org/glycan/G03577SC
G03584KV	G03584KV	NA	Hex5 HexNAc4 dHex1 NeuAc1	2077.75	https://api.glygen.org/glycan/image/G03584KV	https://www.glygen.org/glycan/G03584KV
G03585GW	G03585GW	NA	Hex2 NeuAc1 Other1	966.32	https://api.glygen.org/glycan/image/G03585GW	https://www.glygen.org/glycan/G03585GW
G03596YS	G03596YS	NA	Hex6 HexNAc5 dHex2 NeuAc1	2588.94	https://api.glygen.org/glycan/image/G03596YS	https://www.glygen.org/glycan/G03596YS
G03597FX	G03597FX	NA	Hex4 HexNAc3 dHex1	1421.52	https://api.glygen.org/glycan/image/G03597FX	https://www.glygen.org/glycan/G03597FX
G03599PQ	G03599PQ	NA	Hex3 HexNAc2 NeuAc2 S1	1572.48	https://api.glygen.org/glycan/image/G03599PQ	https://www.glygen.org/glycan/G03599PQ
G03601ZD	G03601ZD	NA	Hex4 HexNAc2	1072.38	https://api.glygen.org/glycan/image/G03601ZD	https://www.glygen.org/glycan/G03601ZD
G03603IS	G03603IS	NA	Hex2 HexNAc2 NeuAc1	1039.37	https://api.glygen.org/glycan/image/G03603IS	https://www.glygen.org/glycan/G03603IS
G03605XM	G03605XM	NA	Hex7 HexNAc4 dHex1	2112.77	https://api.glygen.org/glycan/image/G03605XM	https://www.glygen.org/glycan/G03605XM
G03609WM	G03609WM	NA	Hex6 HexNAc3	1601.58	https://api.glygen.org/glycan/image/G03609WM	https://www.glygen.org/glycan/G03609WM
G03622KA	G03622KA	NA	Hex7 HexNAc8 NeuAc2 S2	3519.12	https://api.glygen.org/glycan/image/G03622KA	https://www.glygen.org/glycan/G03622KA
G03627JT	G03627JT	NA	Hex6 HexNAc5 NeuAc1	2296.82	https://api.glygen.org/glycan/image/G03627JT	https://www.glygen.org/glycan/G03627JT
G03628WR	G03628WR	NA	Hex4 HexNAc4 dHex1	1624.6	https://api.glygen.org/glycan/image/G03628WR	https://www.glygen.org/glycan/G03628WR
G03634XH	G03634XH	NA	Hex7 HexNAc6 dHex1	2516.91	https://api.glygen.org/glycan/image/G03634XH	https://www.glygen.org/glycan/G03634XH
G03641VM	G03641VM	NA	Hex3 HexNAc8 dHex1	2274.86	https://api.glygen.org/glycan/image/G03641VM	https://www.glygen.org/glycan/G03641VM
G03644CB	G03644CB	NA	Hex8 HexNAc7 dHex1	2882.05	https://api.glygen.org/glycan/image/G03644CB	https://www.glygen.org/glycan/G03644CB
G03670OF	G03670OF	NA	Hex6 HexNAc5 dHex2 NeuAc1	2590.95	https://api.glygen.org/glycan/image/G03670OF	https://www.glygen.org/glycan/G03670OF
G03671RW	G03671RW	NA	HexN2	340.15	https://api.glygen.org/glycan/image/G03671RW	https://www.glygen.org/glycan/G03671RW
G03674DU	G03674DU	NA	Hex3 HexNAc5	1519.57	https://api.glygen.org/glycan/image/G03674DU	https://www.glygen.org/glycan/G03674DU
G03691ST	G03691ST	NA	Hex3 HexNAc1 dHex2	999.36	https://api.glygen.org/glycan/image/G03691ST	https://www.glygen.org/glycan/G03691ST
G03692ER	G03692ER	NA	Hex4 HexNAc5 dHex1 NeuAc1 S1	2198.73	https://api.glygen.org/glycan/image/G03692ER	https://www.glygen.org/glycan/G03692ER
G03700EN	G03700EN	NA	Hex6 HexNAc5 NeuAc3	2879.01	https://api.glygen.org/glycan/image/G03700EN	https://www.glygen.org/glycan/G03700EN
G03700LH	G03700LH	NA	Hex2 HexNAc4 dHex1	1302.51	https://api.glygen.org/glycan/image/G03700LH	https://www.glygen.org/glycan/G03700LH
G03706EO	G03706EO	NA	Hex6 HexNAc5 NeuAc3	2879.01	https://api.glygen.org/glycan/image/G03706EO	https://www.glygen.org/glycan/G03706EO
G03707EH	G03707EH	NA	Hex5 HexNAc4 dHex1 NeuAc2	2368.84	https://api.glygen.org/glycan/image/G03707EH	https://www.glygen.org/glycan/G03707EH
G03717EM	G03717EM	NA	Hex2 HexNAc2	748.27	https://api.glygen.org/glycan/image/G03717EM	https://www.glygen.org/glycan/G03717EM
G03720YG	G03720YG	NA	Hex3 HexNAc3 dHex1 NeuAc1	1550.56	https://api.glygen.org/glycan/image/G03720YG	https://www.glygen.org/glycan/G03720YG
G03746OE	G03746OE	NA	Hex3 HexNAc1 dHex1	855.32	https://api.glygen.org/glycan/image/G03746OE	https://www.glygen.org/glycan/G03746OE
G03749EO	G03749EO	NA	Hex5 HexNAc4 dHex1	1786.65	https://api.glygen.org/glycan/image/G03749EO	https://www.glygen.org/glycan/G03749EO
G03754YM	G03754YM	NA	Hex8 HexNAc7 dHex2 NeuAc4	4192.49	https://api.glygen.org/glycan/image/G03754YM	https://www.glygen.org/glycan/G03754YM
G03760NA	G03760NA	NA	Hex4 HexNAc5	1681.62	https://api.glygen.org/glycan/image/G03760NA	https://www.glygen.org/glycan/G03760NA
G03767HA	G03767HA	NA	Hex5 HexNAc4 dHex1	1788.67	https://api.glygen.org/glycan/image/G03767HA	https://www.glygen.org/glycan/G03767HA
G03769FB	G03769FB	NA	HexNAc2 dHex1	570.23	https://api.glygen.org/glycan/image/G03769FB	https://www.glygen.org/glycan/G03769FB
G03770HV	G03770HV	NA	Hex3 HexNAc4 NeuAc3	2191.79	https://api.glygen.org/glycan/image/G03770HV	https://www.glygen.org/glycan/G03770HV
G03772ZE	G03772ZE	NA	Hex6 HexNAc4	1802.64	https://api.glygen.org/glycan/image/G03772ZE	https://www.glygen.org/glycan/G03772ZE
G03785NN	G03785NN	NA	Hex5 HexNAc4 dHex3 NeuAc1	2369.86	https://api.glygen.org/glycan/image/G03785NN	https://www.glygen.org/glycan/G03785NN
G03793VU	G03793VU	NA	Hex4 HexNAc2 dHex3	1510.55	https://api.glygen.org/glycan/image/G03793VU	https://www.glygen.org/glycan/G03793VU
G03795KZ	G03795KZ	NA	Hex4 HexNAc2 dHex1	1218.44	https://api.glygen.org/glycan/image/G03795KZ	https://www.glygen.org/glycan/G03795KZ
G03796ZO	G03796ZO	NA	Hex5 HexNAc3	1437.51	https://api.glygen.org/glycan/image/G03796ZO	https://www.glygen.org/glycan/G03796ZO
G03799FY	G03799FY	NA	Hex6 HexNAc5 dHex1	2151.78	https://api.glygen.org/glycan/image/G03799FY	https://www.glygen.org/glycan/G03799FY
G03827BO	G03827BO	NA	Hex4 HexNAc2	1072.38	https://api.glygen.org/glycan/image/G03827BO	https://www.glygen.org/glycan/G03827BO
G03833LE	G03833LE	NA	Hex3 HexNAc2	910.33	https://api.glygen.org/glycan/image/G03833LE	https://www.glygen.org/glycan/G03833LE
G03838OG	G03838OG	NA	HexNAc2 dHex1	570.23	https://api.glygen.org/glycan/image/G03838OG	https://www.glygen.org/glycan/G03838OG
G03842KQ	G03842KQ	NA	Hex7 HexNAc3 dHex1	1907.68	https://api.glygen.org/glycan/image/G03842KQ	https://www.glygen.org/glycan/G03842KQ
G03850GR	G03850GR	NA	Hex6 HexNAc5 dHex4 NeuAc2	3172.15	https://api.glygen.org/glycan/image/G03850GR	https://www.glygen.org/glycan/G03850GR
G03855TY	G03855TY	NA	Hex7 HexNAc5	2167.78	https://api.glygen.org/glycan/image/G03855TY	https://www.glygen.org/glycan/G03855TY
G03856AM	G03856AM	NA	Hex3 HexNAc4 dHex1 S1	1542.5	https://api.glygen.org/glycan/image/G03856AM	https://www.glygen.org/glycan/G03856AM
G03860PZ	G03860PZ	NA	Hex4 HexNAc3	1275.46	https://api.glygen.org/glycan/image/G03860PZ	https://www.glygen.org/glycan/G03860PZ
G03866KK	G03866KK	NA	Hex1 HexNAc2 NeuAc1	879.33	https://api.glygen.org/glycan/image/G03866KK	https://www.glygen.org/glycan/G03866KK
G03872XE	G03872XE	NA	Hex2 HexNAc1 dHex1	691.25	https://api.glygen.org/glycan/image/G03872XE	https://www.glygen.org/glycan/G03872XE
G03873JW	G03873JW	NA	Hex4 HexNAc5 NeuAc1	1972.71	https://api.glygen.org/glycan/image/G03873JW	https://www.glygen.org/glycan/G03873JW
G03877EO	G03877EO	NA	Hex4 HexNAc7 dHex1 NeuAc1	2524.93	https://api.glygen.org/glycan/image/G03877EO	https://www.glygen.org/glycan/G03877EO
G03889MY	G03889MY	NA	Hex5 HexNAc5 dHex1	1989.73	https://api.glygen.org/glycan/image/G03889MY	https://www.glygen.org/glycan/G03889MY
G03895SR	G03895SR	NA	Hex6 HexNAc5 dHex1 NeuAc2 S1	2813.93	https://api.glygen.org/glycan/image/G03895SR	https://www.glygen.org/glycan/G03895SR
G03900NK	G03900NK	NA	Hex3 HexNAc3 dHex1	1259.47	https://api.glygen.org/glycan/image/G03900NK	https://www.glygen.org/glycan/G03900NK
G03908ZC	G03908ZC	NA	Hex4 HexNAc3	1277.48	https://api.glygen.org/glycan/image/G03908ZC	https://www.glygen.org/glycan/G03908ZC
G03913NS	G03913NS	NA	Hex3 HexNAc4 dHex1	1462.54	https://api.glygen.org/glycan/image/G03913NS	https://www.glygen.org/glycan/G03913NS
G03917QY	G03917QY	NA	Hex6 HexNAc7 dHex1 NeuAc3	3431.23	https://api.glygen.org/glycan/image/G03917QY	https://www.glygen.org/glycan/G03917QY
G03918DZ	G03918DZ	NA	Hex7 HexNAc6 NeuAc4	3537.25	https://api.glygen.org/glycan/image/G03918DZ	https://www.glygen.org/glycan/G03918DZ
G03921DY	G03921DY	NA	Hex5 HexNAc6 dHex1	2192.81	https://api.glygen.org/glycan/image/G03921DY	https://www.glygen.org/glycan/G03921DY
G03921YK	G03921YK	NA	Hex2 HexNAc2 dHex2 NeuAc1	1331.49	https://api.glygen.org/glycan/image/G03921YK	https://www.glygen.org/glycan/G03921YK
G03930BU	G03930BU	NA	Hex4 HexNAc3 dHex3	1713.63	https://api.glygen.org/glycan/image/G03930BU	https://www.glygen.org/glycan/G03930BU
G03933RJ	G03933RJ	NA	Hex3 HexNAc2	910.33	https://api.glygen.org/glycan/image/G03933RJ	https://www.glygen.org/glycan/G03933RJ
G03950FF	G03950FF	NA	Hex2 HexNAc2 dHex1 NeuAc1	1185.43	https://api.glygen.org/glycan/image/G03950FF	https://www.glygen.org/glycan/G03950FF
G03950MV	G03950MV	NA	Hex2	342.12	https://api.glygen.org/glycan/image/G03950MV	https://www.glygen.org/glycan/G03950MV
G03959QN	G03959QN	NA	Hex5 HexNAc3	1439.53	https://api.glygen.org/glycan/image/G03959QN	https://www.glygen.org/glycan/G03959QN
G03965VN	G03965VN	NA	Hex2 HexNAc1 S1	625.15	https://api.glygen.org/glycan/image/G03965VN	https://www.glygen.org/glycan/G03965VN
G03968JR	G03968JR	NA	Hex5 HexNAc5	1843.67	https://api.glygen.org/glycan/image/G03968JR	https://www.glygen.org/glycan/G03968JR
G03969SW	G03969SW	NA	Hex5 HexNAc1	1031.35	https://api.glygen.org/glycan/image/G03969SW	https://www.glygen.org/glycan/G03969SW
