UNIPROT_AC	DO_ID
Q14524	DOID:0050451|DOID:0050650|DOID:0080662|DOID:0110218|DOID:0110433|DOID:0110646|DOID:0111073|DOID:0111074|DOID:13884|DOID:9007
Q14533	DOID:0050472
Q14563	DOID:0090080
Q14566	DOID:10604
Q14571	DOID:0060603
Q14623	DOID:0050604|DOID:0110964
Q14643	DOID:0050965|DOID:0050978|DOID:0111578
Q14651	DOID:0112167
Q14654	DOID:0060334|DOID:0070218|DOID:0111110
Q14657	DOID:0080244
Q14669	DOID:0080234
Q14671	DOID:0111743
Q14678	DOID:10970
Q14683	DOID:0080506
Q14691	DOID:0111993
Q14692	DOID:0080661
Q14693	DOID:0080108
Q14696	DOID:0111849
Q14697	DOID:0110860
Q14721	DOID:0080461
Q14738	DOID:0070065
Q14739	DOID:0111588|DOID:9631
Q14746	DOID:0070269
Q14749	DOID:0111037
Q14765	DOID:7148
Q14767	DOID:0050475|DOID:0050593
Q14781	DOID:0111776
Q14790	DOID:0110116|DOID:1324
Q14807	DOID:0050813
Q14865	DOID:9952
Q14894	DOID:0110566
Q14896	DOID:0110310
Q14938	DOID:0050858|DOID:0112102
Q14982	DOID:2394
Q14999	DOID:0060241
Q14CM0	DOID:0112018
Q14CZ8	DOID:0080317|DOID:0080318
Q15029	DOID:0080196
Q15031	DOID:0050857
Q15041	DOID:0110812
Q15042	DOID:0060237|DOID:0110716
Q15043	DOID:0080537
Q15046	DOID:0110204|DOID:0110534
Q15049	DOID:0080315|DOID:0080316
Q15051	DOID:0050576|DOID:0110291
Q15067	DOID:0050797
Q15080	DOID:0070194
Q15120	DOID:0110207
Q15125	DOID:0080352|DOID:0111865
Q15126	DOID:3805
Q15149	DOID:0060736|DOID:0090017|DOID:0110285
Q15198	DOID:9256
Q15223	DOID:0060773
Q15233	DOID:0060817
Q15303	DOID:0060210
Q15306	DOID:9538
Q15319	DOID:0110546
Q15326	DOID:0070060
Q15427	DOID:5768
Q15436	DOID:0070307
Q15437	DOID:0111401
Q15465	DOID:0110875|DOID:0111350|DOID:0111380|DOID:0111564|DOID:1148
Q15466	DOID:9970
Q15468	DOID:0070278
Q15475	DOID:0060232|DOID:0110553
Q15477	DOID:0111416
Q15517	DOID:0060283|DOID:0110699
Q15526	DOID:0110187|DOID:3762
Q15582	DOID:0060444|DOID:0060447|DOID:0060453|DOID:0060455|DOID:0080530|DOID:8943
Q15583	DOID:0110880
Q15643	DOID:0080043|DOID:0080054
Q15645	DOID:0080689
Q15649	DOID:0080539
Q15672	DOID:0080538|DOID:14768|DOID:2340
Q156A1	DOID:0050959
Q15726	DOID:0090073
Q15738	DOID:0111822|DOID:0111898
Q15746	DOID:14004
Q15813	DOID:0060348|DOID:0080722
Q15822	DOID:0060685
Q15828	DOID:0111651
Q15831	DOID:3852|DOID:5557
Q15833	DOID:0110925
Q15835	DOID:0110713
Q15842	DOID:0060569|DOID:9007
Q15848	DOID:9352
Q15858	DOID:0111537|DOID:9240
Q15904	DOID:0112002
Q15910	DOID:14731
Q16134	DOID:0060358
Q16281	DOID:0110007
Q16363	DOID:0110438
Q16394	DOID:206|DOID:3371|DOID:4998
Q16518	DOID:0110016|DOID:0110353|DOID:0112144
Q16572	DOID:0110672
Q16585	DOID:0110279
Q16586	DOID:0110278
Q16595	DOID:0111218
Q16610	DOID:14498
Q16620	DOID:0080285
Q16625	DOID:0050656
Q16635	DOID:0050476
Q16637	DOID:0050529|DOID:0050530|DOID:12376|DOID:13137
Q16643	DOID:0080348
Q16644	DOID:0060865
Q16647	DOID:10825
Q16653	DOID:8986
Q16667	DOID:684
Q16671	DOID:0050791
Q16678	DOID:0080611|DOID:1068|DOID:11211
Q16720	DOID:0111829
Q16740	DOID:0050857
Q16795	DOID:0112086
Q16821	DOID:9352
Q16827	DOID:0080384
Q16828	DOID:0090090
Q16836	DOID:0070215
Q16854	DOID:0080121|DOID:0111516
Q17R60	DOID:0050661
Q17RF5	DOID:0110062
Q18PE1	DOID:0110668|DOID:0111376
Q27J81	DOID:0110205|DOID:0111130
Q29980	DOID:7148
Q29983	DOID:0111286|DOID:8893|DOID:9008
Q2I0M5	DOID:0080082
Q2KHT3	DOID:9744
Q2LD37	DOID:0111555
Q2M1K9	DOID:0111122
Q2M1P5	DOID:0110123|DOID:0111356|DOID:1935|DOID:9250
Q2M1Z3	DOID:0060227
Q2M2Z5	DOID:0110410
Q2M389	DOID:0060308
Q2MV58	DOID:0110982
Q2TAA5	DOID:0080567
Q2TBA0	DOID:0110930
Q2WEN9	DOID:0110574|DOID:0111636
Q2YD98	DOID:0060240
Q30201	DOID:0111029|DOID:2352|DOID:4346
Q32P28	DOID:0110336
Q32P41	DOID:0111490
Q330K2	DOID:0080761|DOID:0112078
Q3B7T3	DOID:0050980
Q3B820	DOID:0110365
Q3KP66	DOID:0112155
Q3MJ13	DOID:0110061
Q3SXY7	DOID:0110864
Q3SXY8	DOID:0111003
Q3SY84	DOID:0110710
Q3SYG4	DOID:0110131
Q3T906	DOID:0080070|DOID:0080071
Q3ZAQ7	DOID:0050760
Q3ZCN5	DOID:0110530
Q3ZCQ8	DOID:0070002
Q495M9	DOID:0050439|DOID:0110826|DOID:0110834
Q49MI3	DOID:0110368
Q4FZB7	DOID:0080232
Q4G0P3	DOID:0110617
Q4G0X9	DOID:0110623
Q4G176	DOID:0111263
Q4J6C6	DOID:0060858|DOID:0080587
Q4KMG0	DOID:0110877
Q4KMQ1	DOID:0110526
Q4KMQ2	DOID:0111052
Q4LDG9	DOID:0110613
Q502W6	DOID:0111614
Q53EZ4	DOID:0080327
Q53FT3	DOID:0060795
Q53GD3	DOID:0080268
Q53GS7	DOID:0060558|DOID:0060559
Q53H12	DOID:0080132|DOID:0110245
Q53R12	DOID:0060244
Q53S33	DOID:0080134
Q562E7	DOID:0050997
Q56NI9	DOID:5325
Q587J8	DOID:3393
Q58F21	DOID:0070163
Q5CZC0	DOID:0111911
Q5FBB7	DOID:0060339
Q5H9F3	DOID:0111841
Q5HYA8	DOID:0070117|DOID:0110136|DOID:0111001|DOID:0111118|DOID:0111589
Q5HYJ1	DOID:0060677
Q5HYK3	DOID:0112138
Q5IJ48	DOID:0111134|DOID:0111625|DOID:10584
Q5JPH6	DOID:0111493
Q5JTC6	DOID:0060886
Q5JTJ3	DOID:0080360
Q5JTV8	DOID:0110289
Q5JTZ9	DOID:0111479
Q5JUK2	DOID:0080497|DOID:0111925
Q5JUK3	DOID:0060686|DOID:0080439
Q5JVL4	DOID:0111324|DOID:4890
Q5JWF2	DOID:0080053|DOID:0080222|DOID:0111535|DOID:0111623|DOID:1858|DOID:4184|DOID:9256
Q5K651	DOID:0080170
Q5NDL2	DOID:0060227
Q5QGS0	DOID:0112044
Q5R372	DOID:9119
Q5S007	DOID:0060371|DOID:0060892|DOID:14330
Q5SQQ9	DOID:0111804
Q5ST30	DOID:0111478
Q5SV17	DOID:0050972
Q5SW96	DOID:0090105
Q5SZK8	DOID:0111407|DOID:0111717
Q5T011	DOID:0080413
Q5T0N1	DOID:0111912
Q5T160	DOID:0060275
Q5T1V6	DOID:0060375
Q5T2R2	DOID:0070239
Q5T2S8	DOID:0110609
Q5T440	DOID:0080135|DOID:0110819
Q5T442	DOID:0060787|DOID:0070208|DOID:0110796
Q5T481	DOID:0110447
Q5T4F4	DOID:0110784
Q5T6L9	DOID:0050454
Q5T7V8	DOID:0111266
Q5TAQ9	DOID:0090069
Q5TAT6	DOID:0110673
Q5TBB1	DOID:0050629
Q5TD94	DOID:0110602
Q5TEU4	DOID:0112096
Q5TGY3	DOID:0070055
Q5THJ4	DOID:0111611
Q5U5X0	DOID:0080117
Q5VTD9	DOID:0111049
Q5VV42	DOID:9352
Q5VV43	DOID:4428
Q5VWK5	DOID:0110883
Q5VXI9	DOID:0060717
Q5XKP0	DOID:0111499
Q63ZY3	DOID:0080272
Q658P3	DOID:0050642
Q66GS9	DOID:0070282
Q676U5	DOID:0110885
Q68CP4	DOID:0110389|DOID:0111393
Q68CP9	DOID:0080297
Q68CZ1	DOID:0070119|DOID:0111002
Q68DC2	DOID:0111124
Q68DK2	DOID:0110768
Q695T7	DOID:1060
Q69YN2	DOID:0080064
Q69YQ0	DOID:0080698|DOID:0111706
Q6DD88	DOID:0070154
Q6DJT9	DOID:452
Q6DKK2	DOID:0060351
Q6DN90	DOID:0111674
Q6EEV6	DOID:0110744
Q6EMB2	DOID:0111025
Q6F5E8	DOID:0111984
Q6IEE7	DOID:0111634
Q6IQ26	DOID:0080441
Q6IQ55	DOID:0050961
Q6ISB3	DOID:0080669|DOID:0110557
Q6JEL2	DOID:0070180
Q6KC79	DOID:0080505|DOID:11725
Q6KF10	DOID:0060836|DOID:0080589|DOID:0110217|DOID:10426
Q6N021	DOID:0050908|DOID:8997
Q6N022	DOID:0111432
Q6NT55	DOID:0060714
Q6NUS6	DOID:0060374|DOID:0110987
Q6NUT2	DOID:0111156
Q6NXG1	DOID:0111639
Q6NXR4	DOID:0060308
Q6NZI2	DOID:0111138
Q6P1J9	DOID:13543|DOID:1540
Q6P1N0	DOID:0060308
Q6P1X5	DOID:0060308
Q6P2Q9	DOID:0110403
Q6P3S1	DOID:2841
Q6P4A7	DOID:0111484
Q6P4F2	DOID:699
Q6P4I2	DOID:0060364|DOID:0080694
Q6P4Q7	DOID:0111404
Q6P5W5	DOID:0050605
Q6PD74	DOID:0080214
Q6PGP7	DOID:0111414|DOID:0111415
Q6PIJ6	DOID:0111210
Q6PJF5	DOID:0111506
Q6PRD1	DOID:0110869
Q6Q788	DOID:0111421|DOID:1172
Q6QHK4	DOID:5426
Q6QNY0	DOID:0060546
Q6RI45	DOID:0112045
Q6T4R5	DOID:0060599|DOID:0110272
Q6UB99	DOID:14780
Q6UVJ0	DOID:0070279
Q6UVM3	DOID:0080284
Q6UW78	DOID:0080118
Q6UWE0	DOID:0110169
Q6UWZ7	DOID:1612
Q6UX39	DOID:0080243
Q6UX40	DOID:0080253|DOID:0080254
Q6UXH0	DOID:9352|DOID:9744
Q6UXH8	DOID:0060366
Q6UY14	DOID:0111149|DOID:0111648
Q6V0I7	DOID:0060366|DOID:0080586
Q6VVB1	DOID:3534
Q6VVX0	DOID:10609
Q6VY07	DOID:0070047
Q6W2J9	DOID:0111809
Q6X4W1	DOID:0090085
Q6XUX3	DOID:0080205|DOID:0080206|DOID:0110774
Q6XZB0	DOID:1172
Q6XZF7	DOID:0070354
Q6Y288	DOID:0080201
Q6ZMH5	DOID:11830
Q6ZNJ1	DOID:0111044
Q6ZRI0	DOID:0110474
Q6ZRS2	DOID:0111358
Q6ZRV2	DOID:0110055
Q6ZS82	DOID:0050335
Q6ZSM3	DOID:0070353
Q6ZU64	DOID:0111918
Q6ZUT3	DOID:0111790|DOID:9649
Q6ZVD7	DOID:10591
Q6ZVN8	DOID:0111027
Q6ZW61	DOID:0110134
Q6ZWH5	DOID:0111851
Q6ZWL3	DOID:0050664
Q6ZYL4	DOID:0111871
Q709C8	DOID:0060896
Q70HW3	DOID:0111470
Q70J99	DOID:0110923
Q70YC5	DOID:580
Q719H9	DOID:0111550
Q71F56	DOID:0060770|DOID:0060771
Q71RS6	DOID:0080614
Q71SY5	DOID:0110179
Q71U36	DOID:0050453
Q75NE6	DOID:0060464
Q75T13	DOID:0060308
Q75V66	DOID:0070201|DOID:0110284|DOID:0111533
Q76LX8	DOID:10772
Q7KZN9	DOID:0080358
Q7L0Y3	DOID:0111471
Q7L5A8	DOID:0110786
Q7LDG7	DOID:0111051
Q7LG56	DOID:0080127|DOID:0111518
Q7LGC8	DOID:0050813
Q7RTP0	DOID:0110811
Q7RTS7	DOID:0110700|DOID:0111573|DOID:0111660
Q7RTS9	DOID:0060247|DOID:0111167
Q7RTU9	DOID:0110471
Q7RTW8	DOID:0110480
Q7RTY0	DOID:9352
Q7Z2E3	DOID:0050754
Q7Z333	DOID:0050755|DOID:0060196
Q7Z392	DOID:0110287
Q7Z3B3	DOID:0050880
Q7Z3E5	DOID:0080275
Q7Z3K3	DOID:0070067
Q7Z3S7	DOID:0050795
Q7Z3V4	DOID:0111456
Q7Z3Z0	DOID:0111574
Q7Z3Z2	DOID:0110080
Q7Z403	DOID:13777
Q7Z406	DOID:0110573
Q7Z412	DOID:0080482
Q7Z449	DOID:0110808
Q7Z494	DOID:0060259|DOID:0070121|DOID:0111114
Q7Z4I7	DOID:0110288
Q7Z4L5	DOID:0110088|DOID:0111119
Q7Z4N2	DOID:0110867
Q7Z4S6	DOID:0080143
Q7Z4W1	DOID:0111258
Q7Z5J4	DOID:0060768
Q7Z624	DOID:0060858
Q7Z6B7	DOID:3962
Q7Z6J9	DOID:0060267|DOID:0060273|DOID:0060274
Q7Z6L0	DOID:0060169|DOID:0090053
Q7Z6Z7	DOID:0060811
Q7Z7G8	DOID:0111590
Q7Z7M0	DOID:0060234
Q86SG3	DOID:0070187
Q86SG6	DOID:0060259|DOID:0111120
Q86SJ6	DOID:0110703
Q86SK9	DOID:0112160
Q86SQ7	DOID:0050576|DOID:0110138
Q86SQ9	DOID:0080473|DOID:0110352
Q86SU0	DOID:0110500
Q86SX6	DOID:0080343
Q86TC9	DOID:0110445|DOID:0110933
Q86TH1	DOID:0111724|DOID:0111725
Q86U28	DOID:0080136
Q86U42	DOID:11719
Q86U86	DOID:0050387
Q86UC2	DOID:0110603
Q86UK0	DOID:0060712|DOID:0060713
Q86UK5	DOID:0111571|DOID:12714
Q86UL8	DOID:0080271
Q86UR5	DOID:0111012
Q86UX7	DOID:0110912
Q86VP3	DOID:0080446
Q86VQ0	DOID:0110215
Q86WC4	DOID:0110939
Q86WG3	DOID:0060694
Q86WG5	DOID:0110190
Q86WV6	DOID:0111457
Q86WW8	DOID:0080359
Q86X45	DOID:0110608
Q86X52	DOID:0050814
Q86XA0	DOID:0060308
Q86XE5	DOID:0111672
Q86XL3	DOID:0070289
Q86XR8	DOID:0080142
Q86XX4	DOID:0090001|DOID:0111405
Q86Y38	DOID:0060462|DOID:2738
Q86Y39	DOID:0112094
Q86Y56	DOID:0110604
Q86YC2	DOID:0111094|DOID:1612
Q86YH6	DOID:0070240
Q86YR7	DOID:9352
Q86YT5	DOID:0080453
Q86YV9	DOID:0060544
Q86YW0	DOID:0070174
Q8IU89	DOID:0060718
Q8IUG5	DOID:0080592
Q8IUX1	DOID:0112084
Q8IUX7	DOID:0080732
Q8IV08	DOID:0080288
Q8IV16	DOID:0111420
Q8IV20	DOID:676
Q8IVH4	DOID:0060742
Q8IVM0	DOID:0110569
Q8IVS8	DOID:0111626
Q8IVV2	DOID:0110525
Q8IVW8	DOID:0111643
Q8IW40	DOID:0110621
Q8IWB6	DOID:0070181
Q8IWL1	DOID:0050156
Q8IWL2	DOID:0050156|DOID:12716
Q8IWN7	DOID:0050578|DOID:0112145
Q8IWS0	DOID:0050681
Q8IWT1	DOID:0110651
Q8IWT6	DOID:0080588
Q8IWU4	DOID:9352
Q8IWU9	DOID:1595
Q8IWV7	DOID:14694
Q8IWX7	DOID:0110259
Q8IWZ6	DOID:0110129
Q8IXJ9	DOID:0050908
Q8IXL7	DOID:0110523
Q8IXQ5	DOID:0080331|DOID:0110386
Q8IXS2	DOID:0110611
Q8IXV7	DOID:8567
Q8IY92	DOID:0111092
Q8IYB7	DOID:0060476
Q8IYD8	DOID:0111916
Q8IYF3	DOID:0070185
Q8IYG6	DOID:0111854
Q8IYM1	DOID:0070178
Q8IYW5	DOID:0090113
Q8IYY4	DOID:0080273
Q8IZJ3	DOID:0080613
Q8IZP9	DOID:0111863
Q8IZQ1	DOID:0070295
Q8IZQ8	DOID:0112014
Q8IZT6	DOID:0070280
Q8IZU3	DOID:0070176
Q8IZY2	DOID:0111364
Q8J025	DOID:0110698|DOID:4535
Q8N0S2	DOID:0070172
Q8N0V5	DOID:0110242
Q8N0X7	DOID:0050886
Q8N100	DOID:0060282
Q8N130	DOID:0050947
Q8N138	DOID:2841
Q8N157	DOID:0110998
Q8N183	DOID:0112075
Q8N196	DOID:0111424
Q8N1B3	DOID:0111931
Q8N1F7	DOID:0080387
Q8N201	DOID:0070346
Q8N205	DOID:0110524
Q8N2K0	DOID:0080181
Q8N2S1	DOID:0070139|DOID:11723
Q8N2Y8	DOID:0080239
Q8N302	DOID:2926
Q8N335	DOID:0110219
Q8N3I7	DOID:0110127
Q8N3J5	DOID:9269
Q8N3U4	DOID:0111845
Q8N427	DOID:0110606
Q8N442	DOID:0080427
Q8N465	DOID:0050575|DOID:0111351
Q8N490	DOID:0090049
Q8N4C6	DOID:0070011
Q8N4S9	DOID:0110506
Q8N4T0	DOID:0060752|DOID:0111308
Q8N511	DOID:0070268
Q8N573	DOID:0070339
Q8N5K1	DOID:0110630
Q8N5M1	DOID:0050768
Q8N5M9	DOID:0112134
Q8N5Y2	DOID:0111838
Q8N5Z5	DOID:0090036
Q8N608	DOID:2841
Q8N635	DOID:0070177
Q8N653	DOID:0060580|DOID:0060588|DOID:3070|DOID:3204
Q8N6C5	DOID:0111140
Q8N6F1	DOID:0060881
Q8N8E2	DOID:0110362
Q8N8E3	DOID:0112109
Q8N8I0	DOID:0111689|DOID:0111690
Q8N8W4	DOID:0060719
Q8N960	DOID:0080277|DOID:0110093
Q8N9I0	DOID:0110659
Q8N9N2	DOID:9206
Q8N9W5	DOID:0110626
Q8NA29	DOID:0070277
Q8NA56	DOID:0111923
Q8NAC3	DOID:2058
Q8NAT1	DOID:0111231
Q8NAX2	DOID:0111652
Q8NB49	DOID:0111846
Q8NB59	DOID:0080063
Q8NB91	DOID:0111098
Q8NBK3	DOID:0050441
Q8NBL1	DOID:0060256|DOID:0080762
Q8NC56	DOID:0110243
Q8NC96	DOID:0080443
Q8NCE0	DOID:0060268
Q8NCE2	DOID:0111223
Q8NCH0	DOID:0080736
Q8NCK7	DOID:9352
Q8NCM8	DOID:0110087
Q8NCR0	DOID:0111230
Q8NDB2	DOID:9074
Q8NDG6	DOID:0111913
Q8NDI1	DOID:10283
Q8NDL9	DOID:0110361
Q8NDM7	DOID:0070170|DOID:1572
Q8NDV7	DOID:0111696
Q8NDW8	DOID:0111927
Q8NDX2	DOID:0110555
Q8NE79	DOID:0110290
Q8NEA6	DOID:0060638
Q8NEC5	DOID:0070173
Q8NEL9	DOID:0110779
Q8NEM0	DOID:0070285|DOID:0070296
Q8NEN0	DOID:0111919
Q8NEP3	DOID:0110618
Q8NES3	DOID:0050568
Q8NET8	DOID:0111711|DOID:0112013
Q8NEV4	DOID:0110489
Q8NEW7	DOID:0110512
Q8NEX9	DOID:0080257
Q8NEZ2	DOID:0110805
Q8NEZ3	DOID:0080806|DOID:0110089|DOID:0111121
Q8NEZ4	DOID:0080598
Q8NF50	DOID:0070032|DOID:0080594
Q8NF91	DOID:0070249|DOID:0111618
Q8NFD5	DOID:0070042|DOID:1925
Q8NFF2	DOID:0110063
Q8NFG4	DOID:0050387|DOID:0050676|DOID:0080218
Q8NFJ6	DOID:0090092
Q8NFJ9	DOID:0110123|DOID:1935
Q8NFM7	DOID:0090076
Q8NG31	DOID:0070291
Q8NG48	DOID:0060308
Q8NHQ8	DOID:0060242
Q8NHS3	DOID:0110722
Q8NHU3	DOID:0080721
Q8NHU6	DOID:0110247
Q8NHY3	DOID:0111858
Q8NI17	DOID:0050639
Q8NI27	DOID:0112056
Q8NI36	DOID:1067
Q8NI60	DOID:0070241
Q8TA86	DOID:0110387
Q8TAB3	DOID:0060848
Q8TAF8	DOID:0110518
Q8TAM1	DOID:0110132
Q8TAM2	DOID:0110130|DOID:0110398
Q8TAP9	DOID:0050528
Q8TAX7	DOID:2841
Q8TB36	DOID:0110167|DOID:0110185|DOID:0110201
Q8TB37	DOID:0112088
Q8TBB6	DOID:0110374
Q8TBY9	DOID:0111915
Q8TC36	DOID:0070184
Q8TC44	DOID:0111026
Q8TCG5	DOID:0110818
Q8TCJ2	DOID:0080573
Q8TCS8	DOID:0110521|DOID:0111467
Q8TCU4	DOID:0050473
Q8TD16	DOID:0070349|DOID:0070350
Q8TD43	DOID:0080766|DOID:0111076
Q8TDD2	DOID:0110348
Q8TDI8	DOID:0110520|DOID:0110563
Q8TDJ6	DOID:0080267
Q8TDN2	DOID:0050795
Q8TDP1	DOID:0050629
Q8TE12	DOID:0110591
Q8TE56	DOID:0050475
Q8TE67	DOID:0110702
Q8TE73	DOID:0110599
Q8TE85	DOID:0060239
Q8TF17	DOID:0110183
Q8TF64	DOID:0110470
Q8WTS1	DOID:0050729
Q8WTW3	DOID:0070259
Q8WU10	DOID:0080308
Q8WU17	DOID:0050387
Q8WU66	DOID:0110540|DOID:0111662
Q8WUM0	DOID:0080393
Q8WUU5	DOID:0110441
Q8WV28	DOID:0060027
Q8WVJ9	DOID:0060549|DOID:0060550
Q8WVM7	DOID:0080238
Q8WVP7	DOID:0050603|DOID:0111350|DOID:0111564|DOID:0111818|DOID:1148
Q8WVQ1	DOID:0060462|DOID:0070302
Q8WVS4	DOID:0110094
Q8WW38	DOID:0111770|DOID:3827|DOID:6406|DOID:6419
Q8WWQ2	DOID:0050816
Q8WWV3	DOID:0111434
Q8WWY3	DOID:0110408
Q8WWY8	DOID:0110704
Q8WWZ3	DOID:0111653|DOID:0111654
Q8WX94	DOID:3590
Q8WXD0	DOID:11383
Q8WXF7	DOID:0070156|DOID:0110791
Q8WXG9	DOID:0110839|DOID:0111305
Q8WXH0	DOID:0070250
Q8WXH2	DOID:0090104
Q8WXI2	DOID:0080242
Q8WXI3	DOID:1067
Q8WXI9	DOID:0070048
Q8WXU2	DOID:0110615
Q8WXW3	DOID:0080279
Q8WXX7	DOID:0070056
Q8WY41	DOID:0070171
Q8WYA0	DOID:0080295
Q8WYB5	DOID:0060290
Q8WYQ3	DOID:0060214
Q8WYR1	DOID:0060557
Q8WYR4	DOID:0110628
Q8WZ04	DOID:0110515
Q8WZ42	DOID:0110283|DOID:0110315|DOID:0110430|DOID:0111078|DOID:0111188
Q8WZ55	DOID:0110145
Q8WZA1	DOID:0050588|DOID:0080571|DOID:0110292|DOID:0111236
Q92466	DOID:0110846
Q92481	DOID:0060563
Q92508	DOID:0111576
Q92542	DOID:2280
Q92560	DOID:1790
Q92562	DOID:0060202|DOID:0060589|DOID:0110184
Q92570	DOID:3369
Q92574	DOID:0080324|DOID:13515|DOID:3319
Q92581	DOID:0060825
Q92597	DOID:0110186
Q92608	DOID:0111951
Q92620	DOID:0112141
Q92621	DOID:0080381
Q92622	DOID:0080057
Q92626	DOID:0080612
Q92629	DOID:0110280|DOID:0110436
Q92673	DOID:0080348
Q92685	DOID:0080556
Q92731	DOID:0080500
Q92734	DOID:0050539|DOID:0110809
Q92736	DOID:0060674|DOID:0060675|DOID:0110071
Q92743	DOID:0110019|DOID:0111036|DOID:13945
Q92750	DOID:0070182
Q92777	DOID:5419
Q92781	DOID:11105
Q92793	DOID:1933
Q92794	DOID:0070062
Q92796	DOID:0112041
Q92826	DOID:10283
Q92834	DOID:0110414|DOID:0111008|DOID:0112124|DOID:0112157
Q92838	DOID:0050591|DOID:0111664|DOID:2121
Q92851	DOID:0060060|DOID:0110115|DOID:10534
Q92887	DOID:12308
Q92888	DOID:0111991
Q92889	DOID:0060590|DOID:0110848|DOID:0111093
Q92902	DOID:0060539|DOID:3753
Q92908	DOID:0050651|DOID:0110114|DOID:0111733|DOID:6406|DOID:6419
Q92915	DOID:0050976
Q92947	DOID:0111254
Q92949	DOID:0111856|DOID:4481
Q92954	DOID:0090127
Q92963	DOID:0060586
Q92968	DOID:0080485
Q92974	DOID:0080312
Q92979	DOID:0050684
Q92985	DOID:0111969
Q92988	DOID:0080408
Q92989	DOID:0060279
Q92997	DOID:0060767
Q93008	DOID:0112026
Q93063	DOID:0111687|DOID:206
Q93074	DOID:0060289|DOID:14711
Q93099	DOID:9270
Q93100	DOID:0111041
Q969E8	DOID:0111897
Q969F8	DOID:0090074
Q969F9	DOID:0060541
Q969G2	DOID:9406
Q969G3	DOID:4586
Q969N2	DOID:0060284|DOID:0080140
Q969Q4	DOID:1040
Q969Q6	DOID:0111921
Q969S9	DOID:0111475
Q969T9	DOID:0080262
Q969V6	DOID:0111998
Q969X5	DOID:0090124
Q969Y2	DOID:0111500|DOID:0111734
Q969Z4	DOID:0111722
Q96A29	DOID:0070255
Q96A57	DOID:0060892|DOID:14330
Q96AA3	DOID:0080566
Q96AG3	DOID:0080068
Q96AQ7	DOID:0070203
Q96AY3	DOID:0060231|DOID:0110351
Q96B97	DOID:0111999
Q96BA8	DOID:0110345
Q96BI1	DOID:1324|DOID:1612|DOID:3246
Q96BN8	DOID:0080163
Q96BZ9	DOID:0110719
Q96C03	DOID:0112110
Q96C11	DOID:0060193|DOID:332
Q96C12	DOID:0111624
Q96C36	DOID:0060788
Q96CG8	DOID:9206
Q96CU9	DOID:0112085
Q96CV9	DOID:0060203|DOID:1070
Q96D09	DOID:0111738
Q96D31	DOID:0080686|DOID:0111976
Q96D53	DOID:0080391
Q96DA2	DOID:0111781|DOID:0112059
Q96DA6	DOID:0110000
Q96DP5	DOID:0111491|DOID:0112090
Q96DT5	DOID:0110605
Q96DW6	DOID:0060065
Q96E22	DOID:0080227|DOID:0080553
Q96EK5	DOID:0060481
Q96EN8	DOID:0060236
Q96EU7	DOID:0080520
Q96EV8	DOID:0060545
Q96EX3	DOID:0110095
Q96EY7	DOID:0112137
Q96EY8	DOID:0060743
Q96F07	DOID:0080430
Q96F25	DOID:0110658
Q96F46	DOID:0111996
Q96FC9	DOID:0060535
Q96FG2	DOID:0110533
Q96FT9	DOID:0080292|DOID:0080293|DOID:0080805
Q96G30	DOID:9970
Q96GM8	DOID:0060276
Q96GP6	DOID:0111699
Q96GW9	DOID:0050942|DOID:0111468
Q96GX1	DOID:0070122|DOID:0110993
Q96H72	DOID:0080739
Q96H96	DOID:0050730|DOID:0070238|DOID:4752
Q96HA7	DOID:5684
Q96HP0	DOID:0060227
Q96HR9	DOID:0080350
Q96HY7	DOID:0110170|DOID:0111453
Q96I51	DOID:1928
Q96I59	DOID:0111485|DOID:0111641
Q96IP4	DOID:0111848
Q96IS3	DOID:0110018|DOID:0111018
Q96IV0	DOID:0060728
Q96IX5	DOID:0111749
Q96JB1	DOID:0112164
Q96JG9	DOID:14775
Q96JI7	DOID:0060197|DOID:0110176|DOID:0110764
Q96JM3	DOID:0070070
Q96JP9	DOID:0111021
Q96JQ0	DOID:0060238|DOID:0080585|DOID:988
Q96JX3	DOID:0110001
Q96K19	DOID:0111170
Q96KG7	DOID:0111333
Q96KG9	DOID:0111155
Q96KN7	DOID:0110329|DOID:0111016
Q96L58	DOID:0050802|DOID:0050812
Q96L73	DOID:0112103|DOID:14748|DOID:5572
Q96LT7	DOID:0060213
Q96LW4	DOID:11830
Q96M11	DOID:0050779|DOID:0111355
Q96M32	DOID:0111928
Q96M63	DOID:0110625
Q96M91	DOID:0050545
Q96M94	DOID:0112020
Q96M96	DOID:0110192
Q96M98	DOID:1024
Q96MC2	DOID:0110596
Q96MF2	DOID:0060346
Q96MF7	DOID:0070008
Q96MI9	DOID:11555
Q96MK3	DOID:0110066
Q96MM7	DOID:0111843
Q96MP8	DOID:0111446
Q96MT3	DOID:0111448
Q96MT8	DOID:0070006
Q96MU8	DOID:0111650
Q96MV8	DOID:0112043
Q96MW5	DOID:0070260
Q96N67	DOID:0080415
Q96NG3	DOID:0110620
Q96NL8	DOID:0111022
Q96NR8	DOID:0110330
Q96NT0	DOID:0070267
Q96NT5	DOID:0111678
Q96P20	DOID:0050854|DOID:0080270|DOID:0090029|DOID:0090061|DOID:0090062
Q96P31	DOID:7148
Q96P66	DOID:0112007
Q96PC3	DOID:0111281
Q96PD4	DOID:2058
Q96PV0	DOID:0070035
Q96PX8	DOID:0050587
Q96PY6	DOID:0110092
