cv_id	glytoucan_ac	pubchem_ac
91859322	G25429RR	91859322
91859323	G71690HK	91859323
91859324	G64183CB	91859324
91859329	G85608AG	91859329
91859330	G83089UA	91859330
91859333	G92097UM	91859333
91859334	G03324AT	91859334
91859336	G53956RO	91859336
91859337	G35435HL	91859337
91859338	G79177NG	91859338
91859343	G24034CH	91859343
91859345	G39611QP	91859345
91859346	G19520XO	91859346
91859349	G37552GO	91859349
91859353	G65165RH	91859353
91859354	G51233PL	91859354
91859362	G26537DD	91859362
91859365	G20112RE	91859365
91859366	G49561ZE	91859366
91859372	G55730AF	91859372
91859373	G09137ZU	91859373
91859378	G26099QK	91859378
91859380	G22233KL	91859380
91859382	G56082OV	91859382
91859383	G98131AZ	91859383
91859385	G32791GB	91859385
91859387	G80180SI	91859387
91859388	G19739KB	91859388
91859392	G54198AU	91859392
91859395	G00090SL	91859395
91859396	G05189YS	91859396
91859397	G06778YR	91859397
91859399	G13312HH	91859399
91859401	G29213NK	91859401
91859403	G32082KI	91859403
91859405	G34059IB	91859405
91859408	G37414OC	91859408
91859411	G41811PH	91859411
91859412	G43264US	91859412
91859414	G46823CW	91859414
91859415	G55648EK	91859415
91859417	G59466UY	91859417
91859418	G62571UK	91859418
91859419	G63317CA	91859419
91859423	G95493MF	91859423
91859424	G94542HF	91859424
91859427	G11362LE	91859427
91859428	G15369VN	91859428
91859431	G27313UE	91859431
91859432	G33347WY	91859432
91859433	G46641RE	91859433
91859434	G50659JL	91859434
91859436	G72082VM	91859436
91859438	G00909GK	91859438
91859439	G00979XR	91859439
91859440	G30416OM	91859440
91859441	G32611KT	91859441
91859442	G68391RZ	91859442
91859444	G42941KJ	91859444
91859445	G14482LM	91859445
91859449	G71202JE	91859449
91859450	G64713KE	91859450
91859452	G43660IT	91859452
91859454	G10965EB	91859454
91859456	G61624LR	91859456
91859457	G73907EX	91859457
91859458	G34018EC	91859458
91859460	G04165ZA	91859460
91859461	G43625CC	91859461
91859463	G51513MG	91859463
91859464	G44825QL	91859464
91859470	G61601ZZ	91859470
91859473	G16325IK	91859473
91859481	G85116XO	91859481
91859482	G87136DV	91859482
91859487	G17051MB	91859487
91859490	G50902RD	91859490
91859493	G40786FB	91859493
91859497	G02878SQ	91859497
91859498	G70358QM	91859498
91859501	G91191RB	91859501
91859504	G37022BP	91859504
91859507	G76610HM	91859507
91859508	G57932KD	91859508
91859511	G42204RE	91859511
91859514	G44009SU	91859514
91859518	G55479DB	91859518
91859519	G22322NG	91859519
91859523	G57933QE	91859523
91859526	G35787ED	91859526
91859527	G25984EB	91859527
91859529	G40361PL	91859529
91859530	G94116NC	91859530
91859533	G83512RK	91859533
91859537	G72079JG	91859537
91859543	G04829RO	91859543
91859554	G39906AT	91859554
91859555	G27749HZ	91859555
91859558	G42110JE	91859558
91859562	G60963AS	91859562
91859563	G69030ZC	91859563
91859564	G20463HA	91859564
91859566	G11041DA	91859566
91859567	G68014YX	91859567
91859569	G39294YF	91859569
91859573	G31421EZ	91859573
91859574	G88757PX	91859574
91859575	G55327VV	91859575
91859576	G13224CR	91859576
91859578	G63946SF	91859578
91859580	G96168ED	91859580
91859588	G64696WA	91859588
91859589	G21263MC	91859589
91859590	G92237PN	91859590
91859592	G64697JB	91859592
91859593	G20461NZ	91859593
91859594	G74862XX	91859594
91859600	G71221SD	91859600
91859602	G76073FF	91859602
91859603	G45565NV	91859603
91859606	G91727DR	91859606
91859608	G43708DU	91859608
91859610	G60012ZM	91859610
91859615	G82858KU	91859615
91859616	G96719MC	91859616
91859617	G84228OY	91859617
91859618	G75253HW	91859618
91859621	G30372CO	91859621
91859622	G64404PV	91859622
91859627	G01856RL	91859627
91859632	G79954CG	91859632
91859635	G30691VK	91859635
91859636	G86475BX	91859636
91859637	G43470JW	91859637
91859640	G24758NZ	91859640
91859643	G00027MO	91859643
91859645	G43927KM	91859645
91859651	G93460NV	91859651
91859653	G13307OA	91859653
91859656	G54567NU	91859656
91859658	G87260SO	91859658
91859660	G71610GM	91859660
91859662	G57445HD	91859662
91859666	G11049II	91859666
91859668	G81041HS	91859668
91859675	G64189GC	91859675
91859676	G26047BG	91859676
91859677	G53985AY	91859677
91859678	G64161DQ	91859678
91859679	G23473UO	91859679
91859688	G60598XD	91859688
91859689	G64098MP	91859689
91859690	G18472TI	91859690
91859691	G17988BN	91859691
91859702	G15972DM	91859702
91859703	G75291AO	91859703
91859712	G63065KG	91859712
91859718	G63851XY	91859718
91859723	G98223HN	91859723
91859724	G84264KQ	91859724
91859726	G79127VA	91859726
91859727	G96631UP	91859727
91859728	G33286MK	91859728
91859733	G40125FW	91859733
91859735	G32391RG	91859735
91859736	G66037DT	91859736
91859737	G44538VT	91859737
91859740	G98044DT	91859740
91859743	G53878DC	91859743
91859744	G43242DB	91859744
91859745	G98537XO	91859745
91859751	G29057GU	91859751
91859752	G75412QZ	91859752
91859753	G57449OF	91859753
91859755	G60176QG	91859755
91859757	G53342MA	91859757
91859758	G75999PF	91859758
91859760	G29449JO	91859760
91859765	G61416CS	91859765
91859766	G92473LQ	91859766
91859767	G04595LN	91859767
91859771	G09057MT	91859771
91859773	G96596OC	91859773
91859776	G93910CU	91859776
91859780	G38315QR	91859780
91859781	G41734DZ	91859781
91859782	G07891AD	91859782
91859783	G81983KG	91859783
91859785	G35440SA	91859785
91859786	G41461YZ	91859786
91859787	G10108GZ	91859787
91859791	G66653BX	91859791
91859792	G59752BW	91859792
91859794	G62881MD	91859794
91859795	G24593RG	91859795
91859796	G66294YM	91859796
91859797	G83099NF	91859797
91859798	G98615GD	91859798
91859799	G95328SF	91859799
91859801	G30035MO	91859801
91859802	G62015ZM	91859802
91859804	G68411DS	91859804
91859811	G03529DJ	91859811
91859814	G63831YE	91859814
91859818	G35301YI	91859818
91859822	G50549VU	91859822
91859824	G00647RA	91859824
91859827	G08394CG	91859827
91859830	G12279LC	91859830
91859832	G18920FS	91859832
91859833	G22385OT	91859833
91859835	G26664GH	91859835
91859836	G32556JI	91859836
91859838	G41539MU	91859838
91859839	G42679AH	91859839
91859840	G43059PA	91859840
91859847	G77395WU	91859847
91859851	G95006CL	91859851
91859852	G02081QK	91859852
91859853	G33742YO	91859853
91859854	G70410NP	91859854
91859855	G72526DQ	91859855
91859856	G78000JX	91859856
91859859	G00272VU	91859859
91859862	G10925II	91859862
91859863	G35503EE	91859863
91859864	G36573BV	91859864
91859866	G50739TK	91859866
91859869	G61785RY	91859869
91859873	G77937PE	91859873
91859875	G93646CO	91859875
91859878	G13267ZY	91859878
91859880	G31713XX	91859880
91859881	G62205NF	91859881
91859885	G98862GW	91859885
91859886	G29231AT	91859886
91859892	G34679ZT	91859892
91859895	G68337CZ	91859895
91859903	G99466VW	91859903
91859909	G58918TF	91859909
91859912	G80251DR	91859912
91859917	G34442TX	91859917
91859918	G75467WH	91859918
91859919	G75907MC	91859919
91859923	G51347YJ	91859923
91859926	G18136DY	91859926
91859927	G88099FG	91859927
91859928	G25891YZ	91859928
91859930	G95861WO	91859930
91859934	G32483HZ	91859934
91859939	G87164WU	91859939
91859941	G36020VB	91859941
91859945	G75905JY	91859945
91859946	G10664FL	91859946
91859954	G27664DH	91859954
91859957	G47302FP	91859957
91859960	G89099NM	91859960
91859962	G19283CF	91859962
91859964	G86913NG	91859964
91859970	G67910ED	91859970
91859971	G84908OR	91859971
91859973	G66691IW	91859973
91859979	G98304AO	91859979
91859981	G28826SH	91859981
91859984	G22949KX	91859984
91859989	G49915LA	91859989
91859990	G40374GP	91859990
91859992	G62103QF	91859992
91859998	G31432OQ	91859998
91859999	G98366ZJ	91859999
91860001	G84052CD	91860001
91860005	G95831WD	91860005
91860006	G38115KZ	91860006
91860012	G56692NU	91860012
91860013	G20038KA	91860013
91860028	G94838KN	91860028
91860029	G06583IY	91860029
91860032	G70537JB	91860032
91860035	G23041XK	91860035
91860037	G27755TN	91860037
91860039	G45714BQ	91860039
91860042	G29764SO	91860042
91860044	G54822MZ	91860044
91860047	G17480VM	91860047
91860048	G15355XO	91860048
91860051	G70927FR	91860051
91860055	G81422ZI	91860055
91860058	G09658RZ	91860058
91860061	G62300KZ	91860061
91860062	G40270LS	91860062
91860065	G68283NG	91860065
91860067	G02470WS	91860067
91860068	G68955EJ	91860068
91860070	G79502KM	91860070
91860077	G93559JC	91860077
91860079	G63610QZ	91860079
91860081	G10333YJ	91860081
91860083	G39162CC	91860083
91860084	G93984DX	91860084
91860085	G53993HS	91860085
91860091	G58890ZT	91860091
91860094	G64761FU	91860094
91860095	G03309JT	91860095
91860104	G24355OK	91860104
91860106	G51208JJ	91860106
91860107	G57862OP	91860107
91860109	G42022OY	91860109
91860110	G24292VT	91860110
91860112	G81541IU	91860112
91860114	G17857ZF	91860114
91860115	G53800MQ	91860115
91860116	G80296WD	91860116
91860117	G23320JT	91860117
91860120	G56988MG	91860120
91860128	G61169KO	91860128
91860130	G62360SN	91860130
91860131	G04450CG	91860131
91860133	G64175SO	91860133
91860134	G88435BP	91860134
91860141	G22631IE	91860141
91860143	G57863LA	91860143
91860145	G79436QA	91860145
91860146	G86681BW	91860146
91860147	G92996IT	91860147
91860150	G81147VU	91860150
91860152	G57068ZS	91860152
91860153	G60771OS	91860153
91860156	G86018QV	91860156
91860157	G01034MJ	91860157
91860159	G77653XA	91860159
91860163	G25052RV	91860163
91860165	G22452NY	91860165
91860166	G06100IY	91860166
91860167	G06059DJ	91860167
91860168	G89659QV	91860168
91860172	G72444XQ	91860172
91860173	G59371ND	91860173
91860183	G56354PO	91860183
91860187	G36405UK	91860187
91860190	G48148JS	91860190
91860195	G85213FQ	91860195
91860199	G50695RX	91860199
91860200	G09255AF	91860200
91860201	G17274VA	91860201
91860202	G47867DI	91860202
91860203	G14469GR	91860203
91860206	G84975VY	91860206
91860208	G73708UL	91860208
91860210	G16495LU	91860210
91860212	G22166FJ	91860212
91860215	G27776PG	91860215
91860217	G24327OK	91860217
91860220	G16717IV	91860220
91860228	G02086TB	91860228
91860230	G26519FA	91860230
91860231	G00972DY	91860231
91860232	G34947FX	91860232
91860233	G62606MC	91860233
91860234	G71485PH	91860234
91860236	G72904OZ	91860236
91860240	G16244DG	91860240
91860242	G13302FO	91860242
91860244	G16201LW	91860244
91860245	G25757VW	91860245
91860248	G53933HU	91860248
91860249	G86704VD	91860249
91860258	G64123CD	91860258
91860261	G98569UQ	91860261
91860267	G47175EF	91860267
91860272	G41504VL	91860272
91860273	G47470TL	91860273
91860276	G49604IR	91860276
91860277	G45882CQ	91860277
91860279	G67925AS	91860279
91860280	G45388VA	91860280
91860285	G28330EF	91860285
91860286	G38395YJ	91860286
91860287	G97932OH	91860287
91860288	G99520LC	91860288
91860291	G08324IQ	91860291
91860292	G13181ZZ	91860292
91860293	G14009XM	91860293
91860298	G27720WY	91860298
91860302	G39602UU	91860302
91860303	G42864TB	91860303
91860304	G43265YA	91860304
91860310	G06971VR	91860310
91860311	G16932ML	91860311
91860313	G39439UR	91860313
91860315	G49743VF	91860315
91860318	G67066JI	91860318
91860321	G81090GI	91860321
91860323	G90363CW	91860323
91860328	G40792HV	91860328
91860330	G54442GQ	91860330
91860331	G59712UJ	91860331
91860332	G67924MY	91860332
91860333	G68803QA	91860333
91860336	G03003KR	91860336
91860337	G65351EL	91860337
91860338	G59456VR	91860338
91860348	G66399CG	91860348
91860350	G05235KE	91860350
91860352	G99524KA	91860352
91860354	G15112UU	91860354
91860356	G54771ZD	91860356
91860358	G36766ZC	91860358
91860361	G95960IL	91860361
91860362	G35438GZ	91860362
91860364	G87174VF	91860364
91860365	G53072XH	91860365
91860368	G57955DP	91860368
91860374	G03140AX	91860374
91860375	G04018GO	91860375
91860376	G80495XF	91860376
91860378	G65085HC	91860378
91860380	G34511DI	91860380
91860386	G97436XI	91860386
91860391	G85392NL	91860391
91860392	G95675JM	91860392
91860396	G33788DD	91860396
91860397	G12398HZ	91860397
91860399	G53517XC	91860399
91860401	G10788ZQ	91860401
91860403	G26881SV	91860403
91860405	G76807JB	91860405
91860411	G19294RF	91860411
91860417	G39262WS	91860417
91860418	G24791UN	91860418
91860419	G12848IK	91860419
91860423	G71153ZE	91860423
91860424	G91624CJ	91860424
91860427	G77593JU	91860427
91860429	G29783MB	91860429
91860430	G46260CP	91860430
91860431	G17348SA	91860431
91860432	G73977KO	91860432
91860433	G19763QB	91860433
91860434	G99956MJ	91860434
91860436	G11637WL	91860436
91860438	G15696PP	91860438
91860439	G31323MO	91860439
91860442	G99424FV	91860442
91860443	G31686QZ	91860443
91860446	G84456HG	91860446
91860447	G86928UZ	91860447
91860449	G93737LO	91860449
91860451	G57762GE	91860451
91860452	G16370GQ	91860452
91860454	G54105KA	91860454
91860458	G04779EY	91860458
91860459	G00370EI	91860459
91860460	G83417GO	91860460
91860463	G96024GG	91860463
91860465	G18638YB	91860465
91860468	G05964BT	91860468
91860473	G65860IT	91860473
91860482	G79266IN	91860482
91860485	G44005DK	91860485
91860487	G37561SP	91860487
91860492	G10287JP	91860492
91860493	G12704ID	91860493
91860496	G38955TH	91860496
91860497	G12266SO	91860497
91860500	G78153TS	91860500
91860501	G44936HW	91860501
91860508	G43888BM	91860508
91860514	G81380NE	91860514
91860520	G94827SR	91860520
91860521	G61366AT	91860521
91860522	G24284HU	91860522
91860525	G58030JF	91860525
91860527	G81502SE	91860527
91860529	G70830AN	91860529
91860530	G18886LF	91860530
91860531	G63021RS	91860531
91860536	G25471TG	91860536
91860537	G39600NF	91860537
91860538	G30372WK	91860538
91860539	G50278HE	91860539
91860544	G25038UO	91860544
91860545	G22402PS	91860545
91860546	G06435TQ	91860546
91860548	G20878US	91860548
91860549	G38630WM	91860549
91860550	G06435EU	91860550
91860551	G16162ED	91860551
91860552	G86867OD	91860552
91860553	G90001LE	91860553
91860555	G22447KV	91860555
91860556	G25142NH	91860556
91860561	G77384FE	91860561
91860563	G11721NX	91860563
91860566	G69960SA	91860566
91860568	G64553RA	91860568
91860571	G57075KG	91860571
91860572	G49370IN	91860572
91860573	G86700TF	91860573
91860580	G61548EV	91860580
91860582	G19278LV	91860582
91860589	G95144VM	91860589
91860591	G17984VC	91860591
91860592	G64466WK	91860592
91860599	G94241OT	91860599
91860600	G08826KQ	91860600
91860602	G85578VB	91860602
91860603	G39448BE	91860603
91860605	G21755KD	91860605
91860606	G79638YU	91860606
91860608	G61979BR	91860608
91860609	G02489BO	91860609
91860613	G42464KV	91860613
91860615	G37749YU	91860615
91860616	G78106RQ	91860616
91860619	G73922BY	91860619
91860624	G24364HL	91860624
91860625	G19179MO	91860625
91860626	G12124PX	91860626
91860627	G61593AU	91860627
91860630	G12541EY	91860630
91860635	G83155KW	91860635
91860636	G43552RH	91860636
91860637	G56516KW	91860637
91860640	G65680SX	91860640
91860641	G01001RL	91860641
91860642	G38901GU	91860642
91860648	G74739IT	91860648
91860650	G44510KF	91860650
91860651	G71025TJ	91860651
91860652	G74990OY	91860652
91860653	G86466QK	91860653
91860654	G21978PS	91860654
91860655	G50068TE	91860655
91860656	G90221FQ	91860656
91860658	G55861FV	91860658
91860659	G33758WJ	91860659
91860660	G71659FD	91860660
91860663	G96444IW	91860663
91860664	G02541EM	91860664
91860667	G80147LG	91860667
91860668	G57039PS	91860668
91860669	G75097MF	91860669
91860670	G02403ZU	91860670
91860671	G54986EB	91860671
91860674	G55146FI	91860674
91860678	G56871FW	91860678
91860684	G67053LB	91860684
91860690	G12794LM	91860690
91860692	G88784RE	91860692
91860695	G29056SI	91860695
91860703	G56149VT	91860703
91860704	G22246QW	91860704
91860705	G26453HS	91860705
91860706	G91843GI	91860706
91860709	G28072NK	91860709
91860711	G10148CV	91860711
91860715	G16973RB	91860715
91860716	G09046VD	91860716
91860718	G55561ID	91860718
91860719	G38085DZ	91860719
91860725	G97345NY	91860725
91860728	G99987ZQ	91860728
91860730	G07301IS	91860730
91860731	G08723AU	91860731
91860732	G14942ZR	91860732
91860733	G15066MY	91860733
91860734	G35749EP	91860734
91860735	G36848HA	91860735
91860736	G37857LW	91860736
91860738	G43300WR	91860738
91860740	G58746AB	91860740
91860742	G70733VZ	91860742
91860743	G71177VF	91860743
91860744	G71309QD	91860744
91860747	G80155SP	91860747
91860749	G97686QU	91860749
91860752	G17344FG	91860752
91860754	G47416JM	91860754
91860757	G69780ZR	91860757
91860758	G84852GW	91860758
91860760	G93060PS	91860760
91860762	G02568AU	91860762
91860763	G04522MB	91860763
91860764	G04681PT	91860764
91860765	G09416DG	91860765
91860770	G37115PC	91860770
91860772	G42674AX	91860772
91860775	G56038AR	91860775
91860776	G64904QS	91860776
91860780	G72526IR	91860780
91860785	G82081LV	91860785
91860786	G84053BQ	91860786
91860787	G84406HL	91860787
91860793	G62326NX	91860793
91860794	G41158LG	91860794
91860796	G84472HT	91860796
91860801	G75774IN	91860801
91860802	G34467NW	91860802
91860803	G70078VR	91860803
91860804	G05835TV	91860804
91860807	G70888IM	91860807
91860808	G87743WX	91860808
91860817	G95608GJ	91860817
91860824	G15068EX	91860824
91860825	G80483PX	91860825
91860827	G21412CQ	91860827
91860828	G62619LG	91860828
91860830	G18564GN	91860830
91860831	G10970DV	91860831
91860835	G48963AT	91860835
91860836	G41670EF	91860836
91860838	G16956YO	91860838
91860839	G13177TU	91860839
91860840	G19429IT	91860840
91860842	G24673RP	91860842
91860844	G48822BJ	91860844
91860845	G43164CL	91860845
91860847	G26897XI	91860847
91860855	G76434UJ	91860855
91860856	G01602LO	91860856
91860858	G65156DS	91860858
91860861	G10539LQ	91860861
91860863	G05976VO	91860863
91860868	G32780LD	91860868
91860869	G52120NK	91860869
91860873	G26238GL	91860873
91860876	G64271PC	91860876
91860877	G44027TT	91860877
91860883	G79573BU	91860883
91860885	G23325BK	91860885
91860888	G22043HZ	91860888
91860893	G05794RZ	91860893
91860896	G81128IY	91860896
91860897	G11069CP	91860897
91860905	G71174VV	91860905
91860908	G06301TU	91860908
91860909	G96538JO	91860909
91860911	G49544FY	91860911
91860912	G56014GC	91860912
91860913	G06525SB	91860913
91860914	G21109OS	91860914
91860915	G74537VZ	91860915
91860917	G77704WL	91860917
91860918	G43797QQ	91860918
91860920	G39247UK	91860920
91860921	G89168LM	91860921
91860923	G19798WM	91860923
91860924	G94232LU	91860924
91860927	G23553FE	91860927
91860928	G00423RQ	91860928
91860932	G64963GW	91860932
91860933	G08918EL	91860933
91860934	G74850GG	91860934
91860935	G98852IR	91860935
91860936	G02522JF	91860936
91860937	G84879CH	91860937
91860943	G81326IN	91860943
91860944	G69752OZ	91860944
91860945	G50899UD	91860945
91860946	G47969LP	91860946
91860947	G21470TX	91860947
91860948	G09441IP	91860948
91860949	G20885BK	91860949
91860951	G63617UP	91860951
91860954	G56381GU	91860954
91860957	G78918BK	91860957
91860958	G96350WP	91860958
91860960	G97826JJ	91860960
91860961	G29406SZ	91860961
91860963	G04472SL	91860963
91860964	G94626GC	91860964
91860967	G39578OU	91860967
91860969	G50734LV	91860969
91860970	G67978NC	91860970
91860971	G96244FH	91860971
91860975	G83950JR	91860975
91860978	G90937WW	91860978
91860979	G25833JG	91860979
91860982	G44223QP	91860982
91860985	G97340QI	91860985
91860987	G92318PO	91860987
91860989	G33089BG	91860989
91860995	G43060JV	91860995
91861004	G34094KX	91861004
91861005	G34330HT	91861005
91861008	G72317JJ	91861008
91861011	G38800CP	91861011
91861013	G74819JH	91861013
91861015	G28132XE	91861015
91861017	G10853AV	91861017
91861018	G75701BM	91861018
91861019	G32696NX	91861019
91861020	G31831UH	91861020
91861021	G49464XD	91861021
91861023	G34789KG	91861023
91861024	G85424PW	91861024
91861025	G35257SQ	91861025
91861028	G40542QP	91861028
91861029	G25520XG	91861029
91861030	G88459TY	91861030
91861031	G20421JX	91861031
91861034	G26789BE	91861034
91861036	G87672MP	91861036
91861037	G34706DW	91861037
91861042	G65414VM	91861042
91861044	G50043OB	91861044
91861046	G50258QB	91861046
91861048	G91782UZ	91861048
91861057	G61539GW	91861057
91861058	G20265RJ	91861058
91861061	G32998WQ	91861061
91861062	G50117DJ	91861062
91861063	G15429XE	91861063
91861065	G53709ZS	91861065
91861066	G27941QU	91861066
91861068	G91827TX	91861068
91861069	G21459ST	91861069
91861072	G29063PN	91861072
91861075	G68055WR	91861075
91861078	G00899CT	91861078
91861079	G08429SS	91861079
91861080	G71479KG	91861080
91861084	G67446RJ	91861084
91861092	G89323TE	91861092
91861094	G31943KG	91861094
91861096	G13045SZ	91861096
91861100	G81009UW	91861100
91861102	G12074QJ	91861102
91861106	G83651DO	91861106
91861108	G24094XC	91861108
91861109	G56376TA	91861109
91861110	G50997KD	91861110
91861115	G86848XP	91861115
91861117	G78344OG	91861117
91861119	G21631MS	91861119
91861121	G72167HH	91861121
91861125	G64206XB	91861125
91861126	G52916PO	91861126
91861129	G98074JA	91861129
91861130	G18067AF	91861130
91861133	G31516NT	91861133
91861134	G16496QP	91861134
91861139	G65475CX	91861139
91861143	G13375OB	91861143
91861144	G66767PX	91861144
91861148	G14371YU	91861148
91861152	G54611ZT	91861152
91861155	G41474PO	91861155
91861157	G22185QM	91861157
91861159	G13049QY	91861159
91861160	G53957WR	91861160
91861162	G47645YK	91861162
91861163	G00175GT	91861163
91861165	G18594ZT	91861165
91861171	G66282NU	91861171
91861174	G67497RH	91861174
91861179	G15099DI	91861179
91861182	G24796DA	91861182
91861183	G27314YB	91861183
91861186	G42548XF	91861186
91861187	G42664TF	91861187
91861188	G50887TF	91861188
91861190	G63992GH	91861190
91861191	G64919UI	91861191
91861192	G68186WA	91861192
91861194	G71025DD	91861194
91861195	G71871QF	91861195
91861197	G75872ER	91861197
91861199	G93694YU	91861199
91861202	G96283OE	91861202
91861203	G00430ZK	91861203
91861205	G19950BP	91861205
91861206	G42525DE	91861206
91861207	G48630BP	91861207
91861208	G54466RT	91861208
91861210	G87217CO	91861210
91861216	G47614ZH	91861216
91861218	G59716UA	91861218
91861219	G60800QP	91861219
91861220	G65370RS	91861220
91861221	G72620YF	91861221
91861223	G78152IS	91861223
91861224	G80951VR	91861224
91861229	G55645TD	91861229
91861230	G64168EM	91861230
91861234	G25799AL	91861234
91861239	G35461GE	91861239
91861240	G01669LU	91861240
91861242	G46470AD	91861242
91861243	G32773JJ	91861243
91861244	G54337PK	91861244
91861245	G32704TW	91861245
91861247	G06568GE	91861247
91861248	G60820JU	91861248
91861255	G05353EZ	91861255
91861256	G57007FO	91861256
91861259	G21359NQ	91861259
91861262	G79010UT	91861262
91861263	G67623NK	91861263
91861264	G58921NR	91861264
91861265	G32149KV	91861265
91861266	G07593CW	91861266
91861267	G30460NZ	91861267
91861268	G40491DT	91861268
91861270	G05187DJ	91861270
91861273	G07703ST	91861273
91861279	G39818NQ	91861279
91861283	G49933AX	91861283
91861287	G28331VY	91861287
91861288	G46697NP	91861288
91861294	G25224QY	91861294
91861295	G46038XL	91861295
91861296	G27688CW	91861296
91861298	G50489VC	91861298
91861300	G67698UZ	91861300
91861302	G61842MB	91861302
91861306	G61702UX	91861306
91861309	G62746IY	91861309
91861310	G33862NZ	91861310
91861314	G59740UO	91861314
91861317	G55223IP	91861317
91861318	G36184OR	91861318
91861321	G85002XD	91861321
91861323	G66868KB	91861323
91861324	G00428HK	91861324
91861327	G77922WZ	91861327
91861328	G11863CH	91861328
91861333	G59824VV	91861333
91861334	G32915BP	91861334
91861338	G12826LZ	91861338
91861345	G34220DL	91861345
91861346	G23416CI	91861346
91861349	G19620VP	91861349
91861354	G50504QA	91861354
91861355	G37653KL	91861355
91861356	G61707PW	91861356
91861361	G05848DX	91861361
91861366	G62146JX	91861366
91861367	G02226PP	91861367
91861368	G95677OZ	91861368
91861369	G24936MG	91861369
91861370	G29348FH	91861370
91861371	G25285RC	91861371
91861372	G71504FS	91861372
91861374	G98117HW	91861374
91861377	G00760ZJ	91861377
91861380	G34152JG	91861380
91861386	G21401UQ	91861386
91861387	G88017MO	91861387
91861388	G00659GQ	91861388
91861389	G14205YR	91861389
91861392	G76075NA	91861392
91861393	G45492BK	91861393
91861394	G13747QM	91861394
91861395	G51957KZ	91861395
91861396	G12770GA	91861396
91861399	G54953IZ	91861399
91861400	G11635LG	91861400
91861401	G38884XS	91861401
91861406	G59001FP	91861406
91861408	G70568QI	91861408
91861409	G05441GN	91861409
91861410	G89290XU	91861410
91861413	G93871LV	91861413
91861417	G29895LZ	91861417
91861419	G91409SX	91861419
91861420	G00536FZ	91861420
91861421	G36220TC	91861421
91861425	G30925QW	91861425
91861431	G12129VL	91861431
91861434	G04751SB	91861434
91861439	G59658KK	91861439
91861447	G61640TZ	91861447
91861448	G55040LT	91861448
91861453	G93464IM	91861453
91861454	G96934DD	91861454
91861457	G62515QP	91861457
91861462	G38267IW	91861462
91861466	G51214CJ	91861466
91861477	G65002PM	91861477
91861478	G52201VL	91861478
91861480	G20879UO	91861480
91861481	G44604AZ	91861481
91861483	G39601JQ	91861483
91861485	G43944UW	91861485
91861487	G40554DX	91861487
91861492	G74667MS	91861492
91861494	G41029UX	91861494
91861504	G21028JD	91861504
91861505	G55258MY	91861505
91861509	G81923ER	91861509
91861512	G47273WV	91861512
91861515	G27148YF	91861515
91861520	G91156HJ	91861520
91861524	G30062BR	91861524
91861528	G12318EJ	91861528
91861530	G02029PW	91861530
91861532	G63708BZ	91861532
91861535	G69715FB	91861535
91861537	G53812BX	91861537
91861538	G18201QM	91861538
91861540	G07020WN	91861540
91861542	G18913QB	91861542
91861545	G59636XZ	91861545
91861546	G53394BX	91861546
91861548	G21796XV	91861548
91861549	G99129DM	91861549
91861556	G39562US	91861556
91861557	G94610QX	91861557
91861558	G50195ND	91861558
91861559	G10075HN	91861559
91861560	G27316ME	91861560
91861562	G42831WZ	91861562
91861564	G38637SA	91861564
91861566	G02290KA	91861566
91861568	G73184QR	91861568
91861571	G03542TR	91861571
91861572	G07489IL	91861572
91861578	G03316TJ	91861578
91861579	G18464VS	91861579
91861580	G32851DU	91861580
91861583	G04598XU	91861583
91861584	G76385PD	91861584
91861586	G29495CE	91861586
91861588	G79168XT	91861588
91861592	G97585KM	91861592
91861601	G22070LE	91861601
91861603	G09020HN	91861603
91861604	G72338UH	91861604
91861612	G03919ED	91861612
91861614	G00982QD	91861614
91861616	G02562EQ	91861616
91861618	G16590BZ	91861618
91861619	G17207YJ	91861619
91861620	G18238YG	91861620
91861622	G23874KQ	91861622
91861625	G36999JV	91861625
91861627	G46873LN	91861627
91861629	G69458AV	91861629
91861631	G77451BX	91861631
91861633	G96370EB	91861633
91861635	G08371VN	91861635
91861637	G19085AS	91861637
91861638	G19790PJ	91861638
91861639	G19894RH	91861639
91861641	G50182HI	91861641
91861642	G50730KL	91861642
91861643	G51661GQ	91861643
91861646	G80393PG	91861646
91861647	G89834SY	91861647
91861648	G93583AH	91861648
91861649	G03177HU	91861649
91861650	G07674LF	91861650
91861651	G07831RZ	91861651
91861652	G16568AK	91861652
91861654	G20956ZK	91861654
91861655	G23314QX	91861655
91861660	G57081XV	91861660
91861666	G87577UZ	91861666
91861667	G88727SH	91861667
91861670	G89993FE	91861670
91861672	G92684AL	91861672
91861678	G11259JT	91861678
91861680	G49735KF	91861680
91861685	G91208CS	91861685
91861687	G73288YX	91861687
91861690	G85530IT	91861690
91861691	G11236BB	91861691
91861699	G82261XI	91861699
91861701	G10148GI	91861701
91861704	G60716WG	91861704
91861707	G38316MW	91861707
91861708	G75367YS	91861708
91861712	G13359IF	91861712
91861715	G40268BC	91861715
91861716	G18814PP	91861716
91861717	G95542JQ	91861717
91861719	G94498MI	91861719
91861720	G29386CS	91861720
91861725	G36293DS	91861725
91861727	G76384QV	91861727
91861728	G11890NV	91861728
91861734	G26551VB	91861734
91861737	G39181YB	91861737
91861738	G90200FT	91861738
91861740	G61715VD	91861740
91861742	G19675BE	91861742
