cv_id	glytoucan_ac	pubchem_ac
G07215AE	G07215AE	NA
G07216RA	G07216RA	NA
G07218NO	G07218NO	NA
G07221CJ	G07221CJ	NA
G07226DF	G07226DF	NA
G07226NI	G07226NI	NA
G07227QC	G07227QC	NA
G07232FJ	G07232FJ	NA
G07233JN	G07233JN	NA
G07238DT	G07238DT	NA
G07238JI	G07238JI	NA
G07246CJ	G07246CJ	NA
G07248LS	G07248LS	NA
G07265CE	G07265CE	NA
G07280YM	G07280YM	NA
G07281UF	G07281UF	NA
G07283NA	G07283NA	NA
G07285FW	G07285FW	NA
G07288VN	G07288VN	NA
G07300VB	G07300VB	NA
G07306BM	G07306BM	NA
G07313GR	G07313GR	NA
G07322TJ	G07322TJ	NA
G07323GB	G07323GB	NA
G07323UU	G07323UU	NA
G07325XB	G07325XB	NA
G07326IT	G07326IT	NA
G07328FD	G07328FD	NA
G07330MB	G07330MB	NA
G07337US	G07337US	NA
G07339QJ	G07339QJ	NA
G07353BE	G07353BE	NA
G07353CJ	G07353CJ	NA
G07360NF	G07360NF	NA
G07360YN	G07360YN	NA
G07363AF	G07363AF	NA
G07369RY	G07369RY	NA
G07372WA	G07372WA	NA
G07380MP	G07380MP	NA
G07390DJ	G07390DJ	NA
G07393CN	G07393CN	NA
G07395MI	G07395MI	NA
G07400OG	G07400OG	NA
G07414XZ	G07414XZ	NA
G07417WF	G07417WF	NA
G07429FY	G07429FY	NA
G07440KA	G07440KA	NA
G07450OC	G07450OC	NA
G07451AO	G07451AO	NA
G07452NH	G07452NH	NA
G07462LM	G07462LM	NA
G07470ON	G07470ON	NA
G07479EG	G07479EG	NA
G07479WV	G07479WV	NA
G07480GS	G07480GS	NA
G07480TU	G07480TU	NA
G07485TC	G07485TC	NA
G07489GQ	G07489GQ	NA
G07491LJ	G07491LJ	NA
G07492HB	G07492HB	NA
G07493GF	G07493GF	NA
G07502OB	G07502OB	NA
G07507PB	G07507PB	NA
G07508AC	G07508AC	NA
G07508HQ	G07508HQ	NA
G07517TD	G07517TD	NA
G07522BW	G07522BW	NA
G07523TQ	G07523TQ	NA
G07527DV	G07527DV	NA
G07529HV	G07529HV	NA
G07532UC	G07532UC	NA
G07538NX	G07538NX	NA
G07543GD	G07543GD	NA
G07549SR	G07549SR	NA
G07550TX	G07550TX	NA
G07555OL	G07555OL	NA
G07558YH	G07558YH	NA
G07559SM	G07559SM	NA
G07564NA	G07564NA	NA
G07569NS	G07569NS	NA
G07570WQ	G07570WQ	NA
G07574QU	G07574QU	NA
G07575HR	G07575HR	NA
G07581OV	G07581OV	NA
G07584HV	G07584HV	NA
G07591NV	G07591NV	NA
G07595HH	G07595HH	NA
G07604MU	G07604MU	NA
G07613EQ	G07613EQ	NA
G07622PC	G07622PC	NA
G07625WI	G07625WI	NA
G07626IW	G07626IW	NA
G07627PO	G07627PO	NA
G07639BG	G07639BG	NA
G07640EG	G07640EG	NA
G07641UW	G07641UW	NA
G07641WS	G07641WS	NA
G07644TA	G07644TA	NA
G07646VR	G07646VR	NA
G07654FU	G07654FU	NA
G07654VI	G07654VI	NA
G07665ZE	G07665ZE	NA
G07668UR	G07668UR	NA
G07669FN	G07669FN	NA
G07672VG	G07672VG	NA
G07675FU	G07675FU	NA
G07676GT	G07676GT	NA
G07681KR	G07681KR	NA
G07682NT	G07682NT	NA
G07682PQ	G07682PQ	NA
G07690SS	G07690SS	NA
G07696SY	G07696SY	NA
G07700RW	G07700RW	NA
G07707ZV	G07707ZV	NA
G07709IM	G07709IM	NA
G07714HL	G07714HL	NA
G07714MB	G07714MB	NA
G07717DI	G07717DI	NA
G07719CD	G07719CD	NA
G07723MS	G07723MS	NA
G07737CN	G07737CN	NA
G07737WD	G07737WD	NA
G07744UX	G07744UX	NA
G07748HG	G07748HG	NA
G07752LC	G07752LC	NA
G07755XJ	G07755XJ	NA
G07764QX	G07764QX	NA
G07767MC	G07767MC	NA
G07772WU	G07772WU	NA
G07781GN	G07781GN	NA
G07782MN	G07782MN	NA
G07783DH	G07783DH	NA
G07784RW	G07784RW	NA
G07799LX	G07799LX	NA
G07800ED	G07800ED	NA
G07802IC	G07802IC	NA
G07804PO	G07804PO	NA
G07810QS	G07810QS	NA
G07810SB	G07810SB	NA
G07819HC	G07819HC	NA
G07835SR	G07835SR	NA
G07863BE	G07863BE	NA
G07863NE	G07863NE	NA
G07865UJ	G07865UJ	NA
G07869UA	G07869UA	NA
G07875AD	G07875AD	NA
G07885PS	G07885PS	NA
G07888AF	G07888AF	NA
G07888KH	G07888KH	NA
G07900JQ	G07900JQ	NA
G07906WF	G07906WF	NA
G07920KW	G07920KW	NA
G07920XA	G07920XA	NA
G07920ZX	G07920ZX	NA
G07921VN	G07921VN	NA
G07922MT	G07922MT	NA
G07925NB	G07925NB	NA
G07927YP	G07927YP	NA
G07929VT	G07929VT	NA
G07930SC	G07930SC	NA
G07932PU	G07932PU	NA
G07937JG	G07937JG	NA
G07940ON	G07940ON	NA
G07943FD	G07943FD	NA
G07947TY	G07947TY	NA
G07971YJ	G07971YJ	NA
G07975HS	G07975HS	NA
G07978HT	G07978HT	NA
G07982BU	G07982BU	NA
G07982LO	G07982LO	NA
G07988QE	G07988QE	NA
G07995UK	G07995UK	NA
G07997TN	G07997TN	NA
G08009WT	G08009WT	NA
G08011QI	G08011QI	NA
G08012BR	G08012BR	NA
G08016RU	G08016RU	NA
G08017ND	G08017ND	NA
G08017RF	G08017RF	NA
G08018ED	G08018ED	NA
G08026DE	G08026DE	NA
G08027ZQ	G08027ZQ	NA
G08041YY	G08041YY	NA
G08053IV	G08053IV	NA
G08059ZN	G08059ZN	NA
G08060KQ	G08060KQ	NA
G08062CY	G08062CY	NA
G08062SX	G08062SX	NA
G08064PD	G08064PD	NA
G08078GR	G08078GR	NA
G08079IN	G08079IN	NA
G08082XD	G08082XD	NA
G08083HB	G08083HB	NA
G08096ND	G08096ND	NA
G08107BH	G08107BH	NA
G08110WX	G08110WX	NA
G08116AL	G08116AL	NA
G08124HH	G08124HH	NA
G08126NH	G08126NH	NA
G08126QR	G08126QR	NA
G08126ZF	G08126ZF	NA
G08130NB	G08130NB	NA
G08131WI	G08131WI	NA
G08132AH	G08132AH	NA
G08137JI	G08137JI	NA
G08138OC	G08138OC	NA
G08140SH	G08140SH	NA
G08146BT	G08146BT	NA
G08158TI	G08158TI	NA
G08161XL	G08161XL	NA
G08167XU	G08167XU	NA
G08174NQ	G08174NQ	NA
G08174SZ	G08174SZ	NA
G08178PQ	G08178PQ	NA
G08180WU	G08180WU	NA
G08182IE	G08182IE	NA
G08185DV	G08185DV	NA
G08187GM	G08187GM	NA
G08188KN	G08188KN	NA
G08188WC	G08188WC	NA
G08190JB	G08190JB	NA
G08194HH	G08194HH	NA
G08205LJ	G08205LJ	NA
G08212AK	G08212AK	NA
G08214IK	G08214IK	NA
G08230UB	G08230UB	NA
G08236FT	G08236FT	NA
G08244FE	G08244FE	NA
G08245HF	G08245HF	NA
G08246VJ	G08246VJ	NA
G08246VM	G08246VM	NA
G08254OJ	G08254OJ	NA
G08254PX	G08254PX	NA
G08262RI	G08262RI	NA
G08262VQ	G08262VQ	NA
G08265CU	G08265CU	NA
G08265YB	G08265YB	NA
G08266DC	G08266DC	NA
G08275UE	G08275UE	NA
G08276QL	G08276QL	NA
G08276UQ	G08276UQ	NA
G08283ER	G08283ER	NA
G08290VR	G08290VR	NA
G08293MJ	G08293MJ	NA
G08298VG	G08298VG	NA
G08300EX	G08300EX	NA
G08301LT	G08301LT	NA
G08317JP	G08317JP	NA
G08324RM	G08324RM	NA
G08332VE	G08332VE	NA
G08334GW	G08334GW	NA
G08337RT	G08337RT	NA
G08349KU	G08349KU	NA
G08351JQ	G08351JQ	NA
G08354GM	G08354GM	NA
G08355EN	G08355EN	NA
G08357TG	G08357TG	NA
G08365YY	G08365YY	NA
G08371QU	G08371QU	NA
G08378VD	G08378VD	NA
G08378WD	G08378WD	NA
G08380AT	G08380AT	NA
G08380SA	G08380SA	NA
G08403NB	G08403NB	NA
G08425VQ	G08425VQ	NA
G08426DX	G08426DX	NA
G08427TM	G08427TM	NA
G08429CA	G08429CA	NA
G08437RN	G08437RN	NA
G08439GP	G08439GP	NA
G08453HV	G08453HV	NA
G08456JO	G08456JO	NA
G08459GF	G08459GF	NA
G08468WZ	G08468WZ	NA
G08482AW	G08482AW	NA
G08485QG	G08485QG	NA
G08486KQ	G08486KQ	NA
G08487XA	G08487XA	NA
G08488JZ	G08488JZ	NA
G08490CT	G08490CT	NA
G08491RV	G08491RV	NA
G08492JZ	G08492JZ	NA
G08509IM	G08509IM	NA
G08514GA	G08514GA	NA
G08514IA	G08514IA	NA
G08514XR	G08514XR	NA
G08519QY	G08519QY	NA
G08524WM	G08524WM	NA
G08527WT	G08527WT	NA
G08535CF	G08535CF	NA
G08536AN	G08536AN	NA
G08537LY	G08537LY	NA
G08539HC	G08539HC	NA
G08543DY	G08543DY	NA
G08548AD	G08548AD	NA
G08551GM	G08551GM	NA
G08557LQ	G08557LQ	NA
G08558JH	G08558JH	NA
G08563MM	G08563MM	NA
G08568MV	G08568MV	NA
G08570DT	G08570DT	NA
G08570LJ	G08570LJ	NA
G08575MS	G08575MS	NA
G08577PR	G08577PR	NA
G08578KJ	G08578KJ	NA
G08580UN	G08580UN	NA
G08583SH	G08583SH	NA
G08589LS	G08589LS	NA
G08590QR	G08590QR	NA
G08600PN	G08600PN	NA
G08606AS	G08606AS	NA
G08606CV	G08606CV	NA
G08608DR	G08608DR	NA
G08609CW	G08609CW	NA
G08624KO	G08624KO	NA
G08629JA	G08629JA	NA
G08629YK	G08629YK	NA
G08634HO	G08634HO	NA
G08636CQ	G08636CQ	NA
G08639EI	G08639EI	NA
G08640KF	G08640KF	NA
G08642ES	G08642ES	NA
G08644YY	G08644YY	NA
G08646YJ	G08646YJ	NA
G08648UJ	G08648UJ	NA
G08650GW	G08650GW	NA
G08653HP	G08653HP	NA
G08662MT	G08662MT	NA
G08670FK	G08670FK	NA
G08671QK	G08671QK	NA
G08672HQ	G08672HQ	NA
G08673AT	G08673AT	NA
G08673GI	G08673GI	NA
G08677HF	G08677HF	NA
G08678VD	G08678VD	NA
G08679LR	G08679LR	NA
G08681CU	G08681CU	NA
G08690HO	G08690HO	NA
G08691QG	G08691QG	NA
G08697NH	G08697NH	NA
G08705ZV	G08705ZV	NA
G08709JB	G08709JB	NA
G08711TN	G08711TN	NA
G08711ZN	G08711ZN	NA
G08712ES	G08712ES	NA
G08712IY	G08712IY	NA
G08714SK	G08714SK	NA
G08715FO	G08715FO	NA
G08718YM	G08718YM	NA
G08722HB	G08722HB	NA
G08729NX	G08729NX	NA
G08735WG	G08735WG	NA
G08735ZX	G08735ZX	NA
G08737BQ	G08737BQ	NA
G08739AJ	G08739AJ	NA
G08744HU	G08744HU	NA
G08748WO	G08748WO	NA
G08749AK	G08749AK	NA
G08749YC	G08749YC	NA
G08755WX	G08755WX	NA
G08757HG	G08757HG	NA
G08762OF	G08762OF	NA
G08778HV	G08778HV	NA
G08781JF	G08781JF	NA
G08787ZI	G08787ZI	NA
G08790WV	G08790WV	NA
G08792QQ	G08792QQ	NA
G08796TW	G08796TW	NA
G08799JV	G08799JV	NA
G08801NX	G08801NX	NA
G08805HB	G08805HB	NA
G08807TL	G08807TL	NA
G08814EN	G08814EN	NA
G08819PX	G08819PX	NA
G08820NR	G08820NR	NA
G08822BC	G08822BC	NA
G08832RP	G08832RP	NA
G08835ES	G08835ES	NA
G08835TC	G08835TC	NA
G08838KS	G08838KS	NA
G08843CO	G08843CO	NA
G08847AG	G08847AG	NA
G08851AT	G08851AT	NA
G08852WK	G08852WK	NA
G08862JP	G08862JP	NA
G08863NS	G08863NS	NA
G08875HF	G08875HF	NA
G08879ZJ	G08879ZJ	NA
G08882LF	G08882LF	NA
G08884LK	G08884LK	NA
G08885DJ	G08885DJ	NA
G08893BX	G08893BX	NA
G08894MB	G08894MB	NA
G08898WI	G08898WI	NA
G08903MT	G08903MT	NA
G08907YK	G08907YK	NA
G08910PK	G08910PK	NA
G08912OL	G08912OL	NA
G08912RJ	G08912RJ	NA
G08916CY	G08916CY	NA
G08916UB	G08916UB	NA
G08918WF	G08918WF	NA
G08919AM	G08919AM	NA
G08920PY	G08920PY	NA
G08921OS	G08921OS	NA
G08922GU	G08922GU	NA
G08932DK	G08932DK	NA
G08932YS	G08932YS	NA
G08936DJ	G08936DJ	NA
G08939IS	G08939IS	NA
G08939MW	G08939MW	NA
G08941LG	G08941LG	NA
G08944NZ	G08944NZ	NA
G08949VK	G08949VK	NA
G08959VO	G08959VO	NA
G08961BG	G08961BG	NA
G08961VV	G08961VV	NA
G08962XM	G08962XM	NA
G08974DK	G08974DK	NA
G08979EC	G08979EC	NA
G08981WF	G08981WF	NA
G08986LI	G08986LI	NA
G08993KP	G08993KP	NA
G08994YL	G08994YL	NA
G08995TK	G08995TK	NA
G08997GC	G08997GC	NA
G09009DV	G09009DV	NA
G09015UT	G09015UT	NA
G09016GK	G09016GK	NA
G09018LZ	G09018LZ	NA
G09019KT	G09019KT	NA
G09019XB	G09019XB	NA
G09026AJ	G09026AJ	NA
G09038YN	G09038YN	NA
G09040YU	G09040YU	NA
G09043LP	G09043LP	NA
G09047TX	G09047TX	NA
G09057LN	G09057LN	NA
G09057YJ	G09057YJ	NA
G09058KZ	G09058KZ	NA
G09060TD	G09060TD	NA
G09060YK	G09060YK	NA
G09066KJ	G09066KJ	NA
G09071DK	G09071DK	NA
G09071UQ	G09071UQ	NA
G09074CE	G09074CE	NA
G09078LY	G09078LY	NA
G09079WY	G09079WY	NA
G09082LJ	G09082LJ	NA
G09082RG	G09082RG	NA
G09084RP	G09084RP	NA
G09087VQ	G09087VQ	NA
G09087WS	G09087WS	NA
G09088BU	G09088BU	NA
G09090NW	G09090NW	NA
G09091PI	G09091PI	NA
G09095HL	G09095HL	NA
G09102AG	G09102AG	NA
G09102DD	G09102DD	NA
G09103UA	G09103UA	NA
G09106ES	G09106ES	NA
G09107CZ	G09107CZ	NA
G09108CM	G09108CM	NA
G09118YK	G09118YK	NA
G09121UW	G09121UW	NA
G09125MU	G09125MU	NA
G09126IG	G09126IG	NA
G09131WF	G09131WF	NA
G09138HY	G09138HY	NA
G09140IH	G09140IH	NA
G09142NP	G09142NP	NA
G09143NP	G09143NP	NA
G09153LX	G09153LX	NA
G09163PD	G09163PD	NA
G09169ZB	G09169ZB	NA
G09171UI	G09171UI	NA
G09173AD	G09173AD	NA
G09176OA	G09176OA	NA
G09177CD	G09177CD	NA
G09182TI	G09182TI	NA
G09183HL	G09183HL	NA
G09185DX	G09185DX	NA
G09197ZW	G09197ZW	NA
G09201HE	G09201HE	NA
G09206KH	G09206KH	NA
G09212KV	G09212KV	NA
G09216IK	G09216IK	NA
G09217WA	G09217WA	NA
G09221QI	G09221QI	NA
G09222UH	G09222UH	NA
G09223MU	G09223MU	NA
G09224US	G09224US	NA
G09231HQ	G09231HQ	NA
G09234AI	G09234AI	NA
G09237BA	G09237BA	NA
G09242UL	G09242UL	NA
G09244EU	G09244EU	NA
G09255SB	G09255SB	NA
G09260EL	G09260EL	NA
G09260HR	G09260HR	NA
G09269CO	G09269CO	NA
G09276BX	G09276BX	NA
G09276TA	G09276TA	NA
G09276VG	G09276VG	NA
G09280JF	G09280JF	NA
G09285QR	G09285QR	NA
G09287HW	G09287HW	NA
G09305UU	G09305UU	NA
G09314FY	G09314FY	NA
G09314IY	G09314IY	NA
G09320DG	G09320DG	NA
G09321GU	G09321GU	NA
G09325HD	G09325HD	NA
G09327UV	G09327UV	NA
G09328CA	G09328CA	NA
G09330JX	G09330JX	NA
G09343VX	G09343VX	NA
G09344ZL	G09344ZL	NA
G09345QU	G09345QU	NA
G09362VG	G09362VG	NA
G09365IF	G09365IF	NA
G09367JM	G09367JM	NA
G09371DG	G09371DG	NA
G09372SQ	G09372SQ	NA
G09383LM	G09383LM	NA
G09391XP	G09391XP	NA
G09394JN	G09394JN	NA
G09397UV	G09397UV	NA
G09405BO	G09405BO	NA
G09406IK	G09406IK	NA
G09406JN	G09406JN	NA
G09409BX	G09409BX	NA
G09415JG	G09415JG	NA
G09425PN	G09425PN	NA
G09430FY	G09430FY	NA
G09432NO	G09432NO	NA
G09437GG	G09437GG	NA
G09441VY	G09441VY	NA
G09442VX	G09442VX	NA
G09445EM	G09445EM	NA
G09449AA	G09449AA	NA
G09449PZ	G09449PZ	NA
G09450SV	G09450SV	NA
G09460TE	G09460TE	NA
G09468BH	G09468BH	NA
G09479IG	G09479IG	NA
G09494SH	G09494SH	NA
G09495UG	G09495UG	NA
G09503CT	G09503CT	NA
G09504NU	G09504NU	NA
G09506OB	G09506OB	NA
G09513RD	G09513RD	NA
G09517ZR	G09517ZR	NA
G09518ST	G09518ST	NA
G09518XH	G09518XH	NA
G09520ZQ	G09520ZQ	NA
G09527DH	G09527DH	NA
G09528DL	G09528DL	NA
G09533NV	G09533NV	NA
G09536VZ	G09536VZ	NA
G09538AR	G09538AR	NA
G09538YE	G09538YE	NA
G09544FO	G09544FO	NA
G09551MC	G09551MC	NA
G09556KR	G09556KR	NA
G09558HV	G09558HV	NA
G09558QE	G09558QE	NA
G09568CS	G09568CS	NA
G09571HJ	G09571HJ	NA
G09575SG	G09575SG	NA
G09576SL	G09576SL	NA
G09576XU	G09576XU	NA
G09579YO	G09579YO	NA
G09581UD	G09581UD	NA
G09583VP	G09583VP	NA
G09585AB	G09585AB	NA
G09588MX	G09588MX	NA
G09597LJ	G09597LJ	NA
G09597OV	G09597OV	NA
G09601WV	G09601WV	NA
G09605MK	G09605MK	NA
G09609EN	G09609EN	NA
G09610VP	G09610VP	NA
G09611QU	G09611QU	NA
G09611TJ	G09611TJ	NA
G09613FS	G09613FS	NA
G09614AM	G09614AM	NA
G09615HM	G09615HM	NA
G09620VM	G09620VM	NA
G09629HE	G09629HE	NA
G09630SJ	G09630SJ	NA
G09633HU	G09633HU	NA
G09635US	G09635US	NA
G09639SZ	G09639SZ	NA
G09640VJ	G09640VJ	NA
G09642IX	G09642IX	NA
G09643UC	G09643UC	NA
G09645QE	G09645QE	NA
G09650TB	G09650TB	NA
G09650YS	G09650YS	NA
G09663DE	G09663DE	NA
G09664GG	G09664GG	NA
G09675FZ	G09675FZ	NA
G09675LS	G09675LS	NA
G09676KV	G09676KV	NA
G09676LQ	G09676LQ	NA
G09678FF	G09678FF	NA
G09684AX	G09684AX	NA
G09687RJ	G09687RJ	NA
G09693TP	G09693TP	NA
G09696LD	G09696LD	NA
G09696LZ	G09696LZ	NA
G09698FP	G09698FP	NA
G09702SG	G09702SG	NA
G09709WX	G09709WX	NA
G09715FX	G09715FX	NA
G09718NJ	G09718NJ	NA
G09723NO	G09723NO	NA
G09737HO	G09737HO	NA
G09744CN	G09744CN	NA
G09747VD	G09747VD	NA
G09748TP	G09748TP	NA
G09759ZB	G09759ZB	NA
G09761PB	G09761PB	NA
G09771GJ	G09771GJ	NA
G09773WX	G09773WX	NA
G09775CH	G09775CH	NA
G09777HT	G09777HT	NA
G09780KQ	G09780KQ	NA
G09781FH	G09781FH	NA
G09782NR	G09782NR	NA
G09786SL	G09786SL	NA
G09793SQ	G09793SQ	NA
G09799UN	G09799UN	NA
G09801NJ	G09801NJ	NA
G09802TO	G09802TO	NA
G09805DP	G09805DP	NA
G09811CA	G09811CA	NA
G09811YI	G09811YI	NA
G09812PB	G09812PB	NA
G09812YM	G09812YM	NA
G09812ZC	G09812ZC	NA
G09816OK	G09816OK	NA
G09819TF	G09819TF	NA
G09819VE	G09819VE	NA
G09820LN	G09820LN	NA
G09824MS	G09824MS	NA
G09831CM	G09831CM	NA
G09831WQ	G09831WQ	NA
G09834SO	G09834SO	NA
G09835MW	G09835MW	NA
G09838QN	G09838QN	NA
G09839ES	G09839ES	NA
G09844TI	G09844TI	NA
G09855HH	G09855HH	NA
G09858ME	G09858ME	NA
G09858SO	G09858SO	NA
G09861HL	G09861HL	NA
G09862LV	G09862LV	NA
G09865ZO	G09865ZO	NA
G09873KE	G09873KE	NA
G09877AJ	G09877AJ	NA
G09880VO	G09880VO	NA
G09897NE	G09897NE	NA
G09900YE	G09900YE	NA
G09902CG	G09902CG	NA
G09905HJ	G09905HJ	NA
G09912GB	G09912GB	NA
G09921EA	G09921EA	NA
G09921KZ	G09921KZ	NA
G09930HL	G09930HL	NA
G09935AN	G09935AN	NA
G09940PW	G09940PW	NA
G09941BM	G09941BM	NA
G09943HK	G09943HK	NA
G09947IM	G09947IM	NA
G09947VX	G09947VX	NA
G09947YX	G09947YX	NA
G09951CF	G09951CF	NA
G09959OR	G09959OR	NA
G09969JI	G09969JI	NA
G09976WS	G09976WS	NA
G09980AX	G09980AX	NA
G09991CF	G09991CF	NA
G10003HP	G10003HP	NA
G10006KY	G10006KY	NA
G10008BD	G10008BD	NA
G10008NR	G10008NR	NA
G10008QG	G10008QG	NA
G10012HK	G10012HK	NA
G10012LW	G10012LW	NA
G10013HB	G10013HB	NA
G10016KM	G10016KM	NA
G10019LZ	G10019LZ	NA
G10019ZY	G10019ZY	NA
G10023KT	G10023KT	NA
G10025ZX	G10025ZX	NA
G10026RE	G10026RE	NA
G10031LH	G10031LH	NA
G10033OC	G10033OC	NA
G10034LM	G10034LM	NA
G10038UY	G10038UY	NA
G10039CR	G10039CR	NA
G10048AP	G10048AP	NA
G10057RC	G10057RC	NA
G10058ZS	G10058ZS	NA
G10063BT	G10063BT	NA
G10073SM	G10073SM	NA
G10080RX	G10080RX	NA
G10082ZS	G10082ZS	NA
G10085ET	G10085ET	NA
G10103AZ	G10103AZ	NA
G10104VB	G10104VB	NA
G10108XS	G10108XS	NA
G10109RQ	G10109RQ	NA
G10122RQ	G10122RQ	NA
G10125OT	G10125OT	NA
G10129GW	G10129GW	NA
G10136GN	G10136GN	NA
G10137XF	G10137XF	NA
G10140TR	G10140TR	NA
G10141PE	G10141PE	NA
G10144JB	G10144JB	NA
G10148VG	G10148VG	NA
G10150ZC	G10150ZC	NA
G10158SF	G10158SF	NA
G10159DR	G10159DR	NA
G10167WZ	G10167WZ	NA
G10169QE	G10169QE	NA
G10174LI	G10174LI	NA
G10177BK	G10177BK	NA
G10180QX	G10180QX	NA
G10186GV	G10186GV	NA
G10186SV	G10186SV	NA
G10187BT	G10187BT	NA
G10189NY	G10189NY	NA
G10191TO	G10191TO	NA
G10197JO	G10197JO	NA
G10199RS	G10199RS	NA
G10204GU	G10204GU	NA
G10212DI	G10212DI	NA
G10223RO	G10223RO	NA
G10224TQ	G10224TQ	NA
G10225UW	G10225UW	NA
G10227OE	G10227OE	NA
G10229LN	G10229LN	NA
G10233GL	G10233GL	NA
G10235QZ	G10235QZ	NA
G10236SI	G10236SI	NA
G10238WX	G10238WX	NA
G10239OT	G10239OT	NA
G10251YN	G10251YN	NA
G10254ON	G10254ON	NA
G10254QG	G10254QG	NA
G10256JP	G10256JP	NA
G10269QG	G10269QG	NA
G10271OK	G10271OK	NA
G10271TX	G10271TX	NA
G10276AE	G10276AE	NA
G10283FS	G10283FS	NA
G10288EA	G10288EA	NA
G10292DJ	G10292DJ	NA
G10292FC	G10292FC	NA
G10300BI	G10300BI	NA
G10300DY	G10300DY	NA
G10302FA	G10302FA	NA
G10308PQ	G10308PQ	NA
G10309NO	G10309NO	NA
G10309VC	G10309VC	NA
G10325PN	G10325PN	NA
G10326NC	G10326NC	NA
G10328BW	G10328BW	NA
G10331BX	G10331BX	NA
G10339FR	G10339FR	NA
G10350IX	G10350IX	NA
G10351WH	G10351WH	NA
G10355XS	G10355XS	NA
G10374DW	G10374DW	NA
G10374FO	G10374FO	NA
G10377CG	G10377CG	NA
G10382VG	G10382VG	NA
G10386EL	G10386EL	NA
G10388YZ	G10388YZ	NA
G10408ZL	G10408ZL	NA
G10409DZ	G10409DZ	NA
G10421KO	G10421KO	NA
G10429XU	G10429XU	NA
G10430KO	G10430KO	NA
G10436HD	G10436HD	NA
G10437DN	G10437DN	NA
G10438JV	G10438JV	NA
G10440YK	G10440YK	NA
G10441JJ	G10441JJ	NA
G10444WU	G10444WU	NA
G10453CW	G10453CW	NA
G10453DD	G10453DD	NA
G10463IQ	G10463IQ	NA
G10467DD	G10467DD	NA
G10470GL	G10470GL	NA
G10471FG	G10471FG	NA
G10471GS	G10471GS	NA
G10479NG	G10479NG	NA
G10483PN	G10483PN	NA
G10486CT	G10486CT	NA
G10488MI	G10488MI	NA
G10496WL	G10496WL	NA
G10499ZG	G10499ZG	NA
G10506KQ	G10506KQ	NA
G10508JF	G10508JF	NA
G10511WI	G10511WI	NA
G10514PF	G10514PF	NA
G10520JC	G10520JC	NA
G10522CP	G10522CP	NA
G10522IZ	G10522IZ	NA
G10526QU	G10526QU	NA
G10532TO	G10532TO	NA
G10534ZV	G10534ZV	NA
G10541QN	G10541QN	NA
G10543KB	G10543KB	NA
G10555FV	G10555FV	NA
G10555MO	G10555MO	NA
G10561QV	G10561QV	NA
G10561SC	G10561SC	NA
G10562JU	G10562JU	NA
G10562QT	G10562QT	NA
G10564SS	G10564SS	NA
G10564VR	G10564VR	NA
G10567NI	G10567NI	NA
G10568YZ	G10568YZ	NA
G10568ZJ	G10568ZJ	NA
G10578GY	G10578GY	NA
G10588AZ	G10588AZ	NA
G10601XM	G10601XM	NA
G10602EW	G10602EW	NA
G10607XQ	G10607XQ	NA
G10608BJ	G10608BJ	NA
G10608NX	G10608NX	NA
G10609HO	G10609HO	NA
G10614GM	G10614GM	NA
G10615JE	G10615JE	NA
G10617KL	G10617KL	NA
G10617MG	G10617MG	NA
G10618EE	G10618EE	NA
G10625VD	G10625VD	NA
G10630CU	G10630CU	NA
G10631VA	G10631VA	NA
G10634LC	G10634LC	NA
G10636JF	G10636JF	NA
G10638YN	G10638YN	NA
G10649MJ	G10649MJ	NA
G10650OV	G10650OV	NA
G10651WD	G10651WD	NA
G10652KW	G10652KW	NA
G10652VT	G10652VT	NA
G10664JU	G10664JU	NA
G10665UW	G10665UW	NA
G10669LI	G10669LI	NA
G10670FZ	G10670FZ	NA
G10677SQ	G10677SQ	NA
G10691VB	G10691VB	NA
G10701QX	G10701QX	NA
G10702YG	G10702YG	NA
G10705PR	G10705PR	NA
G10706IL	G10706IL	NA
G10706KM	G10706KM	NA
G10708TV	G10708TV	NA
G10709GF	G10709GF	NA
G10712PK	G10712PK	NA
G10714EP	G10714EP	NA
G10716SX	G10716SX	NA
G10717TN	G10717TN	NA
G10718SD	G10718SD	NA
G10726AO	G10726AO	NA
G10736VG	G10736VG	NA
G10737JY	G10737JY	NA
G10743GO	G10743GO	NA
G10746HE	G10746HE	NA
G10756LJ	G10756LJ	NA
G10773YW	G10773YW	NA
G10776PT	G10776PT	NA
G10777XA	G10777XA	NA
G10779NJ	G10779NJ	NA
G10787GO	G10787GO	NA
G10794HZ	G10794HZ	NA
G10795VR	G10795VR	NA
G10807KK	G10807KK	NA
G10819RQ	G10819RQ	NA
G10819WX	G10819WX	NA
G10820KD	G10820KD	NA
G10821MC	G10821MC	NA
G10835DD	G10835DD	NA
G10836AU	G10836AU	NA
G10844WB	G10844WB	NA
G10846VR	G10846VR	NA
G10846ZT	G10846ZT	NA
G10859BP	G10859BP	NA
G10859ES	G10859ES	NA
G10861OH	G10861OH	NA
G10865ON	G10865ON	NA
G10874KI	G10874KI	NA
G10874QT	G10874QT	NA
G10876BP	G10876BP	NA
G10877KM	G10877KM	NA
G10897BF	G10897BF	NA
G10897DJ	G10897DJ	NA
G10898KH	G10898KH	NA
G10902TC	G10902TC	NA
G10906ZX	G10906ZX	NA
G10924UK	G10924UK	NA
G10929MB	G10929MB	NA
G10931ML	G10931ML	NA
G10939BK	G10939BK	NA
G10943MK	G10943MK	NA
