ENSEMBL_ID	DO_ID
ENSG00000106460	DOID:0060213|DOID:0060672
ENSG00000106462	DOID:14731
ENSG00000106477	DOID:0110984
ENSG00000106546	DOID:0112142
ENSG00000106571	DOID:1148|DOID:14761|DOID:9248
ENSG00000106617	DOID:0090101|DOID:0110312|DOID:384
ENSG00000106624	DOID:0080732
ENSG00000106633	DOID:0050524|DOID:0060639|DOID:0070216|DOID:0111100|DOID:9352
ENSG00000106688	DOID:0060650|DOID:0070093
ENSG00000106692	DOID:0050559|DOID:0050588|DOID:0110296|DOID:0110444
ENSG00000106799	DOID:0070235|DOID:5585
ENSG00000106804	DOID:8158
ENSG00000106976	DOID:0080437
ENSG00000106991	DOID:1270
ENSG00000106992	DOID:583
ENSG00000107099	DOID:0070032|DOID:0080594
ENSG00000107104	DOID:10970
ENSG00000107147	DOID:0060686|DOID:0080439
ENSG00000107165	DOID:0070097
ENSG00000107186	DOID:10908
ENSG00000107187	DOID:9406
ENSG00000107249	DOID:0060638
ENSG00000107290	DOID:0050755|DOID:0060196
ENSG00000107371	DOID:0060266
ENSG00000107404	DOID:0060765
ENSG00000107485	DOID:0060878
ENSG00000107521	DOID:0060539|DOID:3753
ENSG00000107537	DOID:10582
ENSG00000107554	DOID:0070354
ENSG00000107566	DOID:0110813
ENSG00000107611	DOID:13382
ENSG00000107736	DOID:0050439|DOID:0110467|DOID:0110826|DOID:0110831|DOID:0112008
ENSG00000107745	DOID:0111335
ENSG00000107779	DOID:0050787|DOID:0060389|DOID:0111686
ENSG00000107789	DOID:3962
ENSG00000107796	DOID:13099|DOID:14004
ENSG00000107798	DOID:0080217
ENSG00000107815	DOID:0080126|DOID:0111520
ENSG00000107829	DOID:0090025
ENSG00000107831	DOID:0090086
ENSG00000107859	DOID:0060648|DOID:0080606|DOID:0110249
ENSG00000107882	DOID:0050902|DOID:0080278|DOID:2512
ENSG00000107890	DOID:1588
ENSG00000107951	DOID:0050943
ENSG00000108055	DOID:0080507
ENSG00000108061	DOID:0080692
ENSG00000108064	DOID:0080337
ENSG00000108231	DOID:0060748
ENSG00000108255	DOID:0110258
ENSG00000108370	DOID:0050335
ENSG00000108381	DOID:3613
ENSG00000108384	DOID:0111096
ENSG00000108395	DOID:0050436
ENSG00000108433	DOID:0111449
ENSG00000108439	DOID:0111329
ENSG00000108474	DOID:0112152
ENSG00000108479	DOID:14695
ENSG00000108518	DOID:0060209
ENSG00000108556	DOID:0110677|DOID:0110678|DOID:0110679|DOID:437
ENSG00000108557	DOID:0060768
ENSG00000108559	DOID:0111379
ENSG00000108561	DOID:0111495
ENSG00000108576	DOID:0050741|DOID:10933|DOID:2030
ENSG00000108641	DOID:0110996
ENSG00000108733	DOID:0080478|DOID:10582
ENSG00000108784	DOID:0110178|DOID:0111394
ENSG00000108813	DOID:0080408
ENSG00000108821	DOID:0080727|DOID:0110334|DOID:0110339|DOID:0110340|DOID:0110341|DOID:11476|DOID:12347|DOID:13359|DOID:14720|DOID:3507|DOID:4257
ENSG00000108823	DOID:0110278
ENSG00000108839	DOID:5041|DOID:9256
ENSG00000108883	DOID:0080196
ENSG00000108946	DOID:0050471|DOID:0060280|DOID:14669
ENSG00000108950	DOID:0110066
ENSG00000109062	DOID:0080078
ENSG00000109063	DOID:0080110|DOID:0111602|DOID:0111605
ENSG00000109099	DOID:0050540|DOID:0060843|DOID:0110148|DOID:0110153|DOID:10595|DOID:12842
ENSG00000109101	DOID:0060769|DOID:2012
ENSG00000109103	DOID:0111987
ENSG00000109132	DOID:0060731
ENSG00000109163	DOID:0090078
ENSG00000109323	DOID:3633
ENSG00000109458	DOID:0110484
ENSG00000109501	DOID:0080584|DOID:0110241|DOID:0110584|DOID:0110629
ENSG00000109536	DOID:0111192
ENSG00000109618	DOID:0060270
ENSG00000109654	DOID:0110161
ENSG00000109738	DOID:0060697
ENSG00000109756	DOID:0111694
ENSG00000109775	DOID:0111367
ENSG00000109846	DOID:0080093|DOID:0080309|DOID:0110250|DOID:0110450
ENSG00000109861	DOID:1474|DOID:3389
ENSG00000109927	DOID:0110479|DOID:0110544
ENSG00000110066	DOID:0080232
ENSG00000110074	DOID:0112085
ENSG00000110090	DOID:0090129
ENSG00000110092	DOID:9538
ENSG00000110195	DOID:0050719
ENSG00000110243	DOID:0111421|DOID:1172
ENSG00000110245	DOID:0111370
ENSG00000110274	DOID:0111123
ENSG00000110324	DOID:0110899
ENSG00000110400	DOID:0060773
ENSG00000110435	DOID:3649
ENSG00000110436	DOID:0080442
ENSG00000110628	DOID:1324|DOID:1612|DOID:3246
ENSG00000110651	DOID:12177
ENSG00000110711	DOID:0112009|DOID:3829|DOID:5394
ENSG00000110717	DOID:0112083
ENSG00000110719	DOID:0110942|DOID:13533
ENSG00000110756	DOID:0060543
ENSG00000110799	DOID:0060573|DOID:0060574|DOID:0111054
ENSG00000110871	DOID:0112138
ENSG00000110887	DOID:5419
ENSG00000110911	DOID:0050642
ENSG00000110921	DOID:0050452
ENSG00000111012	DOID:10609
ENSG00000111199	DOID:0050690|DOID:0110182|DOID:0111215|DOID:0111514|DOID:0111539|DOID:0111552|DOID:0111553|DOID:0111554
ENSG00000111245	DOID:0110316
ENSG00000111252	DOID:10608|DOID:9744
ENSG00000111262	DOID:0050989
ENSG00000111276	DOID:0080137
ENSG00000111319	DOID:0060854|DOID:0080527
ENSG00000111361	DOID:0060868
ENSG00000111424	DOID:10609
ENSG00000111537	DOID:0112006|DOID:12449
ENSG00000111581	DOID:0080385|DOID:0080498
ENSG00000111664	DOID:0110866
ENSG00000111669	DOID:0050884
ENSG00000111670	DOID:0080070|DOID:0080071
ENSG00000111676	DOID:0060162
ENSG00000111678	DOID:0111621
ENSG00000111732	DOID:0060758
ENSG00000111752	DOID:0070287
ENSG00000111775	DOID:0110203
ENSG00000111802	DOID:0111613
ENSG00000111817	DOID:0080737
ENSG00000111834	DOID:0110602
ENSG00000111837	DOID:0110380
ENSG00000111846	DOID:0110242
ENSG00000111877	DOID:0080496
ENSG00000111913	DOID:0110465
ENSG00000111961	DOID:0060304
ENSG00000112039	DOID:0111084
ENSG00000112041	DOID:0110189|DOID:0110381
ENSG00000112053	DOID:0070168
ENSG00000112077	DOID:0050641|DOID:0111562
ENSG00000112116	DOID:2058
ENSG00000112182	DOID:0111954
ENSG00000112210	DOID:0060234
ENSG00000112234	DOID:0080131
ENSG00000112276	DOID:0110290
ENSG00000112280	DOID:0070301
ENSG00000112282	DOID:0060308
ENSG00000112294	DOID:0060175
ENSG00000112312	DOID:0080517
ENSG00000112319	DOID:0110440|DOID:0110542
ENSG00000112357	DOID:0110851|DOID:2580
ENSG00000112365	DOID:0090009
ENSG00000112367	DOID:0060202|DOID:0060589|DOID:0110184
ENSG00000112425	DOID:3534
ENSG00000112530	DOID:1024
ENSG00000112562	DOID:701
ENSG00000112592	DOID:0050967
ENSG00000112599	DOID:0110382
ENSG00000112619	DOID:0050661|DOID:0060863|DOID:0060866|DOID:0110383|DOID:10584|DOID:11105|DOID:9822
ENSG00000112640	DOID:0070065
ENSG00000112706	DOID:0050661
ENSG00000112769	DOID:0110438
ENSG00000112773	DOID:0111848
ENSG00000112782	DOID:0110464
ENSG00000112837	DOID:0080207
ENSG00000112855	DOID:0050857
ENSG00000112936	DOID:0060300
ENSG00000112964	DOID:13810|DOID:9521
ENSG00000113013	DOID:0060335
ENSG00000113140	DOID:0110338
ENSG00000113231	DOID:0060280|DOID:4751
ENSG00000113262	DOID:0110865
ENSG00000113263	DOID:0060707
ENSG00000113273	DOID:0050441|DOID:12800
ENSG00000113302	DOID:0111285|DOID:0111950
ENSG00000113318	DOID:0080412|DOID:1380
ENSG00000113327	DOID:0111298|DOID:0111302
ENSG00000113368	DOID:0060785
ENSG00000113448	DOID:14669
ENSG00000113520	DOID:3526
ENSG00000113569	DOID:0050650
ENSG00000113600	DOID:0060303|DOID:0110027
ENSG00000113719	DOID:0090124
ENSG00000113721	DOID:0050458|DOID:0060230|DOID:0080109|DOID:0111344|DOID:9119
ENSG00000113758	DOID:0080348
ENSG00000113790	DOID:0080759
ENSG00000113845	DOID:0112071
ENSG00000113851	DOID:0060308
ENSG00000113889	DOID:0111676
ENSG00000113905	DOID:0111903
ENSG00000113924	DOID:9270
ENSG00000113946	DOID:0060880
ENSG00000113966	DOID:0110125|DOID:0110370
ENSG00000113971	DOID:0060259|DOID:0070121|DOID:0111114
ENSG00000114026	DOID:0050387
ENSG00000114054	DOID:14701
ENSG00000114062	DOID:1932
ENSG00000114209	DOID:0060671
ENSG00000114251	DOID:0060766
ENSG00000114270	DOID:0060642|DOID:0080086|DOID:0080224|DOID:0111345|DOID:0111347
ENSG00000114279	DOID:0080425
ENSG00000114349	DOID:0110714|DOID:0110715
ENSG00000114354	DOID:0050539|DOID:0110809
ENSG00000114374	DOID:0070187
ENSG00000114378	DOID:0050809
ENSG00000114450	DOID:0110206
ENSG00000114480	DOID:2750
ENSG00000114491	DOID:0050833
ENSG00000114573	DOID:0070129
ENSG00000114686	DOID:0111472
ENSG00000114738	DOID:0060865
ENSG00000114739	DOID:0050545
ENSG00000114854	DOID:0110319|DOID:0110434
ENSG00000114859	DOID:0111312|DOID:446
ENSG00000114861	DOID:0111331
ENSG00000114956	DOID:0080121|DOID:0111516
ENSG00000115020	DOID:0060448
ENSG00000115085	DOID:0111943
ENSG00000115107	DOID:0050642
ENSG00000115138	DOID:9970
ENSG00000115155	DOID:0110535
ENSG00000115170	DOID:13374
ENSG00000115204	DOID:0080125|DOID:0111559
ENSG00000115211	DOID:0060868
ENSG00000115221	DOID:0110064
ENSG00000115255	DOID:0080350
ENSG00000115266	DOID:0112104
ENSG00000115267	DOID:0050629|DOID:0110756
ENSG00000115275	DOID:0070254
ENSG00000115286	DOID:0112093
ENSG00000115317	DOID:0060892|DOID:0070000|DOID:14330
ENSG00000115339	DOID:0111063
ENSG00000115380	DOID:0060745
ENSG00000115392	DOID:0111082
ENSG00000115415	DOID:0111944|DOID:0111945|DOID:0111946
ENSG00000115459	DOID:0110533
ENSG00000115474	DOID:0110118|DOID:0111570
ENSG00000115486	DOID:0112173
ENSG00000115504	DOID:10283
ENSG00000115525	DOID:0060470
ENSG00000115648	DOID:0060834
ENSG00000115657	DOID:0060304
ENSG00000115665	DOID:0110661|DOID:0111201
ENSG00000115718	DOID:0111904|DOID:0111909
ENSG00000115839	DOID:0060237|DOID:0110716
ENSG00000115840	DOID:0080349
ENSG00000115850	DOID:0111646
ENSG00000115904	DOID:0060466|DOID:0060582
ENSG00000115947	DOID:0080513
ENSG00000116014	DOID:0090074
ENSG00000116016	DOID:0080339
ENSG00000116030	DOID:0080403
ENSG00000116062	DOID:0070272|DOID:1380|DOID:9256
ENSG00000116096	DOID:0111168
ENSG00000116127	DOID:0050473
ENSG00000116132	DOID:0060341
ENSG00000116157	DOID:9206
ENSG00000116198	DOID:0110994
ENSG00000116218	DOID:0080379
ENSG00000116288	DOID:0060370|DOID:0060892|DOID:14330
ENSG00000116337	DOID:0060278|DOID:0110814
ENSG00000116539	DOID:0080231
ENSG00000116584	DOID:0080312
ENSG00000116641	DOID:0080415
ENSG00000116670	DOID:0111080
ENSG00000116675	DOID:0060891
ENSG00000116679	DOID:0112005
ENSG00000116688	DOID:0080068|DOID:0110155|DOID:0111557
ENSG00000116690	DOID:0090127
ENSG00000116701	DOID:0070191
ENSG00000116704	DOID:0050775
ENSG00000116745	DOID:0110016|DOID:0110353|DOID:0112144
ENSG00000116761	DOID:0090142
ENSG00000116906	DOID:0110852
ENSG00000116984	DOID:0050733|DOID:0080074
ENSG00000117013	DOID:0110558
ENSG00000117054	DOID:0080153
ENSG00000117118	DOID:0050771|DOID:0050773|DOID:0080533
ENSG00000117152	DOID:5419
ENSG00000117308	DOID:0111458
ENSG00000117322	DOID:12177
ENSG00000117360	DOID:0110356
ENSG00000117385	DOID:0110336
ENSG00000117394	DOID:0090044|DOID:0090045|DOID:0111313
ENSG00000117400	DOID:0090118|DOID:2224|DOID:4971
ENSG00000117425	DOID:0050902|DOID:2512
ENSG00000117479	DOID:0090117
ENSG00000117528	DOID:0111066
ENSG00000117560	DOID:6688
ENSG00000117586	DOID:9074
ENSG00000117594	DOID:0090140
ENSG00000117595	DOID:0060055|DOID:0060239|DOID:0080593
ENSG00000117601	DOID:3755
ENSG00000117650	DOID:0110359
ENSG00000117682	DOID:0080473|DOID:0110352
ENSG00000117713	DOID:0070044
ENSG00000117724	DOID:0110595
ENSG00000117899	DOID:0111849
ENSG00000117983	DOID:0050156
ENSG00000117984	DOID:0110725
ENSG00000118004	DOID:0060576
ENSG00000118007	DOID:0080238
ENSG00000118046	DOID:3852|DOID:5557
ENSG00000118137	DOID:0050636
ENSG00000118162	DOID:0060308
ENSG00000118194	DOID:0110308|DOID:0110426|DOID:0111427
ENSG00000118197	DOID:0060375
ENSG00000118217	DOID:0110009
ENSG00000118231	DOID:0110234
ENSG00000118271	DOID:0050638|DOID:0080219|DOID:12169
ENSG00000118402	DOID:0050817|DOID:0050981
ENSG00000118432	DOID:9970
ENSG00000118495	DOID:0060334
ENSG00000118520	DOID:9278
ENSG00000118600	DOID:0111239
ENSG00000118655	DOID:0070025
ENSG00000118690	DOID:0111919
ENSG00000118729	DOID:0060676
ENSG00000118762	DOID:0110859
ENSG00000118873	DOID:0110717|DOID:0111586
ENSG00000118965	DOID:0080804|DOID:0110090
ENSG00000118972	DOID:0050948
ENSG00000119013	DOID:0112067
ENSG00000119042	DOID:0110213
ENSG00000119121	DOID:0060879|DOID:0060883
ENSG00000119139	DOID:0070224
ENSG00000119392	DOID:0060558|DOID:0060559
ENSG00000119401	DOID:0110133|DOID:0110282
ENSG00000119508	DOID:3369
ENSG00000119509	DOID:0111113
ENSG00000119523	DOID:0080561|DOID:0110669
ENSG00000119535	DOID:0090120|DOID:0112129
ENSG00000119537	DOID:0080250
ENSG00000119614	DOID:0060839
ENSG00000119650	DOID:0080292|DOID:0080293|DOID:0080805
ENSG00000119655	DOID:0070114
ENSG00000119661	DOID:0110613
ENSG00000119681	DOID:0050475|DOID:0050593
ENSG00000119684	DOID:0070276|DOID:9256
ENSG00000119685	DOID:0111025
ENSG00000119686	DOID:0111666
ENSG00000119699	DOID:0050431|DOID:0070236|DOID:0110070
ENSG00000119718	DOID:0060868
ENSG00000119723	DOID:0070243
ENSG00000119772	DOID:9119
ENSG00000119888	DOID:0060776|DOID:0070270
ENSG00000119899	DOID:3659
ENSG00000119950	DOID:10283
ENSG00000119969	DOID:0090011
ENSG00000119977	DOID:0060374|DOID:0110987
ENSG00000120008	DOID:0090087
ENSG00000120054	DOID:0111583
ENSG00000120071	DOID:0050880
ENSG00000120149	DOID:0060285|DOID:2340
ENSG00000120156	DOID:0050792
ENSG00000120333	DOID:0111466
ENSG00000120370	DOID:0111266
ENSG00000120457	DOID:0110654|DOID:446
ENSG00000120498	DOID:0070185
ENSG00000120659	DOID:0110943
ENSG00000120686	DOID:0080296
ENSG00000120693	DOID:14557
ENSG00000120708	DOID:0060444|DOID:0060447|DOID:0060453|DOID:0060455|DOID:0080530|DOID:8943
ENSG00000120725	DOID:0080195
ENSG00000120729	DOID:0080091|DOID:0080094
ENSG00000120756	DOID:0112167
ENSG00000120889	DOID:5520
ENSG00000120903	DOID:0060685
ENSG00000120925	DOID:0111170
ENSG00000120942	DOID:0060456
ENSG00000120948	DOID:0060201
ENSG00000121068	DOID:0070345
ENSG00000121075	DOID:0111382
ENSG00000121101	DOID:0070181
ENSG00000121207	DOID:0110188
ENSG00000121350	DOID:0080308
ENSG00000121361	DOID:0060569|DOID:9007
ENSG00000121454	DOID:9406
ENSG00000121634	DOID:0110231|DOID:83
ENSG00000121653	DOID:9352
ENSG00000121680	DOID:0080483
ENSG00000121691	DOID:2582
ENSG00000121742	DOID:0110476|DOID:0110565|DOID:14693
ENSG00000121743	DOID:0110253
ENSG00000121879	DOID:0080351|DOID:1612|DOID:2394|DOID:6498|DOID:684|DOID:9256
ENSG00000121905	DOID:0090038
ENSG00000121940	DOID:0110355
ENSG00000121966	DOID:0060591
ENSG00000122025	DOID:9119
ENSG00000122026	DOID:0110709
ENSG00000122126	DOID:0050699|DOID:1056
ENSG00000122140	DOID:0111482
ENSG00000122145	DOID:0060613|DOID:0111826
ENSG00000122194	DOID:0111592
ENSG00000122335	DOID:0110001
ENSG00000122359	DOID:0080225
ENSG00000122367	DOID:0080095|DOID:0110423
ENSG00000122406	DOID:0111879
ENSG00000122482	DOID:11830
ENSG00000122507	DOID:0110131
ENSG00000122512	DOID:0070275
ENSG00000122550	DOID:0080331|DOID:0110386
ENSG00000122566	DOID:0111384
ENSG00000122591	DOID:0060793
ENSG00000122691	DOID:0080538|DOID:14768|DOID:2340
ENSG00000122735	DOID:0110594|DOID:9562
ENSG00000122778	DOID:0112143
ENSG00000122787	DOID:0111069
ENSG00000122852	DOID:0050156|DOID:12716
ENSG00000122859	DOID:0060779
ENSG00000122861	DOID:0111050
ENSG00000122863	DOID:0050813
ENSG00000122870	DOID:0111682
ENSG00000122877	DOID:0050540|DOID:0110150|DOID:0110195
ENSG00000122966	DOID:0070288
ENSG00000122970	DOID:0080295
ENSG00000122971	DOID:0080154
ENSG00000123066	DOID:0060770|DOID:0060771
ENSG00000123094	DOID:0060242
ENSG00000123104	DOID:0060603
ENSG00000123191	DOID:893
ENSG00000123240	DOID:0060203|DOID:1070
ENSG00000123297	DOID:0111486
ENSG00000123338	DOID:0112015
ENSG00000123364	DOID:0111656
ENSG00000123384	DOID:0080751
ENSG00000123454	DOID:0090145
ENSG00000123473	DOID:0070278
ENSG00000123500	DOID:0080021
ENSG00000123545	DOID:0112077
ENSG00000123560	DOID:0060786|DOID:0110773|DOID:3210
ENSG00000123607	DOID:0110088|DOID:0111119
ENSG00000123700	DOID:0050434|DOID:0050650|DOID:0050793
ENSG00000123815	DOID:0080391
ENSG00000124140	DOID:0080460|DOID:0111315
ENSG00000124155	DOID:0060284|DOID:0080140
ENSG00000124164	DOID:0050752|DOID:0111194
ENSG00000124172	DOID:0060332
ENSG00000124198	DOID:0050454
ENSG00000124205	DOID:0060731|DOID:0110954
ENSG00000124212	DOID:10825
ENSG00000124222	DOID:0080222
ENSG00000124299	DOID:0111540
ENSG00000124479	DOID:0060844|DOID:0111413
ENSG00000124486	DOID:0112026
ENSG00000124491	DOID:2211
ENSG00000124570	DOID:0110536
ENSG00000124587	DOID:0080479|DOID:0080624
ENSG00000124608	DOID:0111479
ENSG00000124614	DOID:0111884
ENSG00000124615	DOID:0111164|DOID:0111165
ENSG00000124713	DOID:0111037
ENSG00000124721	DOID:0112164
ENSG00000124788	DOID:0050954|DOID:1441
ENSG00000124813	DOID:0111513|DOID:13994
ENSG00000125084	DOID:0110347|DOID:11476
ENSG00000125124	DOID:0110124|DOID:0110401
ENSG00000125166	DOID:0080715
ENSG00000125347	DOID:10534
ENSG00000125351	DOID:0060821
ENSG00000125352	DOID:0111868
ENSG00000125356	DOID:0112099
ENSG00000125363	DOID:0110058
ENSG00000125378	DOID:0080404|DOID:0111805
ENSG00000125398	DOID:0050463|DOID:0111763|DOID:0111775
ENSG00000125414	DOID:0080719
ENSG00000125445	DOID:0111497
ENSG00000125450	DOID:0080392
ENSG00000125618	DOID:0070124
ENSG00000125630	DOID:0080792
ENSG00000125656	DOID:0050857
ENSG00000125675	DOID:0060823
ENSG00000125676	DOID:0112056
ENSG00000125730	DOID:0110021|DOID:8354
ENSG00000125741	DOID:0110004|DOID:0111433
ENSG00000125744	DOID:0110765
ENSG00000125779	DOID:0110734|DOID:3981
ENSG00000125835	DOID:0111248
ENSG00000125845	DOID:0110965
ENSG00000125848	DOID:0090093
ENSG00000125850	DOID:0060457|DOID:0110855
ENSG00000125863	DOID:0110128|DOID:0111255
ENSG00000125864	DOID:0110264
ENSG00000125871	DOID:0080129
ENSG00000125875	DOID:0110719
ENSG00000125877	DOID:0080458
ENSG00000125952	DOID:0050771
ENSG00000125965	DOID:0050790|DOID:0050794|DOID:0080051|DOID:0080052|DOID:0080788|DOID:0110965|DOID:0110970|DOID:0110977
ENSG00000126012	DOID:0060809
ENSG00000126088	DOID:3132
ENSG00000126091	DOID:0060308|DOID:0080414
ENSG00000126215	DOID:1612
ENSG00000126218	DOID:2222
ENSG00000126233	DOID:0060862
ENSG00000126351	DOID:0070128
ENSG00000126522	DOID:14755
ENSG00000126524	DOID:0060479
ENSG00000126583	DOID:0050964
ENSG00000126603	DOID:0111116
ENSG00000126705	DOID:0070055
ENSG00000126749	DOID:0050684
ENSG00000126759	DOID:0111768
ENSG00000126778	DOID:0060232|DOID:0110553
ENSG00000126814	DOID:0111490
ENSG00000126895	DOID:0112121|DOID:12387
ENSG00000126934	DOID:0111463
ENSG00000126953	DOID:0050757
ENSG00000126970	DOID:0060815
ENSG00000127152	DOID:0111979
ENSG00000127241	DOID:0060225|DOID:0060575
ENSG00000127415	DOID:0060222|DOID:0111389|DOID:0111390|DOID:12798
ENSG00000127419	DOID:0060892|DOID:14330
ENSG00000127472	DOID:0111677
ENSG00000127507	DOID:1554
ENSG00000127616	DOID:0070046
ENSG00000127824	DOID:0060355
ENSG00000127838	DOID:0090049
ENSG00000127870	DOID:5041
ENSG00000127948	DOID:0050462
ENSG00000127980	DOID:0080377|DOID:0080476|DOID:0080623
ENSG00000127990	DOID:0090034
ENSG00000128039	DOID:0050807|DOID:0080568
ENSG00000128040	DOID:0111930
ENSG00000128159	DOID:0080105
ENSG00000128322	DOID:2583
ENSG00000128340	DOID:0112064
ENSG00000128422	DOID:0111556
ENSG00000128573	DOID:0111275
ENSG00000128591	DOID:0080096|DOID:0110327|DOID:0111190
ENSG00000128604	DOID:0110895|DOID:7148
ENSG00000128610	DOID:0090081
ENSG00000128617	DOID:11661
ENSG00000128656	DOID:12557
ENSG00000128683	DOID:10970
ENSG00000128710	DOID:0111568
ENSG00000128714	DOID:0050689|DOID:0060242|DOID:0110971|DOID:0110972|DOID:0111819|DOID:14679
ENSG00000128731	DOID:0060308
ENSG00000128849	DOID:0090122
ENSG00000128881	DOID:0050961
ENSG00000128928	DOID:14753
ENSG00000128973	DOID:0110729|DOID:0110730
ENSG00000129003	DOID:0060896
ENSG00000129038	DOID:13641
ENSG00000129159	DOID:0111447
ENSG00000129170	DOID:0110318|DOID:0110449
ENSG00000129221	DOID:0110332
ENSG00000129250	DOID:0050941
ENSG00000129255	DOID:0080558
ENSG00000129422	DOID:684
ENSG00000129535	DOID:0110397
ENSG00000129646	DOID:0111914
ENSG00000129654	DOID:0111856|DOID:4481
ENSG00000129667	DOID:0111506
ENSG00000129696	DOID:0060308
ENSG00000129757	DOID:0050885|DOID:5572
ENSG00000129810	DOID:0060339
ENSG00000129910	DOID:0070033
ENSG00000129991	DOID:0110313|DOID:0110459|DOID:0110460|DOID:0111425|DOID:397
ENSG00000130005	DOID:0050799
ENSG00000130023	DOID:0050454
ENSG00000130037	DOID:0050650
ENSG00000130158	DOID:0060227
ENSG00000130164	DOID:13810
ENSG00000130173	DOID:9352|DOID:9744
ENSG00000130175	DOID:0050770
ENSG00000130203	DOID:0110035|DOID:3145|DOID:4423
ENSG00000130226	DOID:0070063
ENSG00000130283	DOID:0060772|DOID:0060856|DOID:6406|DOID:6419
ENSG00000130294	DOID:0070039|DOID:0070147|DOID:0110781
ENSG00000130299	DOID:0111500|DOID:0111734
ENSG00000130347	DOID:0111434
ENSG00000130348	DOID:0112117
ENSG00000130363	DOID:0110603
ENSG00000130385	DOID:0080494
ENSG00000130402	DOID:0111128|DOID:1312
ENSG00000130414	DOID:0112069
ENSG00000130427	DOID:0080290
ENSG00000130429	DOID:0112004
ENSG00000130449	DOID:0060342
ENSG00000130489	DOID:0080357|DOID:11830
ENSG00000130508	DOID:0080612
ENSG00000130529	DOID:0080766|DOID:0111076
ENSG00000130561	DOID:0110369|DOID:0110712
ENSG00000130595	DOID:0111601
ENSG00000130598	DOID:0111600
ENSG00000130635	DOID:13359|DOID:14720
ENSG00000130638	DOID:0050960
ENSG00000130675	DOID:0111546
ENSG00000130703	DOID:0110588
ENSG00000130707	DOID:0070340
ENSG00000130711	DOID:0070153
ENSG00000130714	DOID:0050588|DOID:0080571|DOID:0110297|DOID:0111229|DOID:0111237
ENSG00000130741	DOID:0060801
ENSG00000130816	DOID:0050968|DOID:0070158
ENSG00000130821	DOID:0050800
ENSG00000130826	DOID:0070025
ENSG00000130985	DOID:0111827
ENSG00000131018	DOID:0070249|DOID:0111618
ENSG00000131061	DOID:0080595
ENSG00000131089	DOID:0080215
ENSG00000131095	DOID:4252
ENSG00000131100	DOID:0070140
ENSG00000131165	DOID:0060277
ENSG00000131174	DOID:0111877
ENSG00000131183	DOID:0080077|DOID:0080655|DOID:0080758
ENSG00000131187	DOID:14735|DOID:2231
ENSG00000131238	DOID:0110721|DOID:14503
ENSG00000131263	DOID:0112042
ENSG00000131269	DOID:0050554
ENSG00000131368	DOID:0112111
ENSG00000131398	DOID:0050963
ENSG00000131462	DOID:0090138
ENSG00000131469	DOID:0111893
ENSG00000131470	DOID:0080495
ENSG00000131495	DOID:0112076
ENSG00000131504	DOID:0050564|DOID:0110541
ENSG00000131697	DOID:0050576|DOID:0111115
ENSG00000131759	DOID:0060318
ENSG00000131808	DOID:0090088
ENSG00000131828	DOID:3649
ENSG00000131844	DOID:0080580
ENSG00000131873	DOID:0050814
ENSG00000131910	DOID:9970
ENSG00000131931	DOID:0090039
ENSG00000131943	DOID:0110738|DOID:0110795
ENSG00000131979	DOID:0090043
ENSG00000132024	DOID:0060308
ENSG00000132031	DOID:0070299
ENSG00000132155	DOID:0060583|DOID:0080549|DOID:0110432
ENSG00000132170	DOID:0070204|DOID:3070|DOID:9970
ENSG00000132300	DOID:0112137
ENSG00000132326	DOID:0050628|DOID:0110011
ENSG00000132376	DOID:0080197
ENSG00000132386	DOID:0110350
ENSG00000132437	DOID:0090123
ENSG00000132464	DOID:0110052|DOID:0110056|DOID:2187
ENSG00000132470	DOID:0060733|DOID:0060738|DOID:0080510
ENSG00000132471	DOID:0080262
ENSG00000132518	DOID:0110078|DOID:0110871|DOID:0111011|DOID:14791|DOID:980
ENSG00000132549	DOID:0111590
ENSG00000132563	DOID:0110817
ENSG00000132591	DOID:0080256
ENSG00000132639	DOID:0110683
ENSG00000132716	DOID:0090069
ENSG00000132740	DOID:0110171|DOID:0111064
ENSG00000132763	DOID:0050715
ENSG00000132773	DOID:0060276
ENSG00000132781	DOID:0080410|DOID:10534
ENSG00000132842	DOID:0060539|DOID:0060540|DOID:3753
ENSG00000132855	DOID:0111061
ENSG00000132915	DOID:0110379
ENSG00000132965	DOID:3526
ENSG00000133019	DOID:0060889
ENSG00000133020	DOID:0050471|DOID:0111603
ENSG00000133048	DOID:5419
ENSG00000133059	DOID:0080205|DOID:0080206|DOID:0110774
ENSG00000133103	DOID:0070264
ENSG00000133104	DOID:0050886
ENSG00000133105	DOID:11383
ENSG00000133111	DOID:5812
ENSG00000133124	DOID:0111835
ENSG00000133138	DOID:0070357
ENSG00000133216	DOID:10283
ENSG00000133256	DOID:0110375|DOID:0110863
ENSG00000133392	DOID:14004
ENSG00000133422	DOID:0110181
ENSG00000133424	DOID:0110637|DOID:0111242
ENSG00000133454	DOID:0080592
ENSG00000133703	DOID:0050458|DOID:0060581|DOID:0111461|DOID:0111530|DOID:0111705|DOID:10534|DOID:9119
ENSG00000133710	DOID:0050474
ENSG00000133812	DOID:0110190
ENSG00000133818	DOID:0112170|DOID:2394
ENSG00000133835	DOID:0050857|DOID:0090031
ENSG00000133863	DOID:0111920
ENSG00000133895	DOID:10017
ENSG00000134014	DOID:0060193|DOID:332
ENSG00000134086	DOID:0050387|DOID:0050771|DOID:0060474|DOID:14175
